year,id,station_id,name,pc,sc,mh
2019,1V04,642GA,"Burlington County, NJ",4.28,5.71,1.36
2019,1V04,642GC,"Horsham, PA (Victor J. Saracini)",4.46,9.37,3.98
2019,1V04,642GD,"Gloucester County, NJ",2.95,13.32,3.19
2019,1V04,642GF,"Camden, NJ",5.35,6.57,7.68
2019,1V04,642GH,"West Philadelphia, PA",4.42,,8.2
2019,1V04,642QA,"Chestnut Street, PA",,,
2019,1V04,646,"Pittsburgh, PA HCS",4.74,9.28,3.27
2019,1V04,646,"Pittsburgh, PA",6.48,9.64,2.45
2019,1V04,646A4,"Heinz, PA (H. John Heinz III)",3.98,7.65,3.74
2019,1V04,646GA,"Belmont County, OH",2.36,10.22,2.86
2019,1V04,646GB,"Westmoreland County, PA",3.3,9.09,4.91
2019,1V04,646GC,"Beaver County, PA",4.94,6.33,5.93
2019,1V04,646GD,"Washington County, PA",6.65,18.24,8.05
2019,1V04,646GE,"Fayette County, PA",3.83,5.98,4.52
2019,1V04,693,"Wilkes-Barre, PA HCS",2.75,7.23,5.69
2019,1V04,693,"Wilkes-Barre, PA",2.71,7.56,7.25
2019,1V04,693B4,"Allentown, PA",3.45,4.54,3.5
2019,1V04,693GA,"Sayre, PA",1.37,6.78,0.72
2019,1V04,693GB,"Williamsport, PA",2.32,2.77,7.39
2019,1V04,693GC,"Tobyhanna, PA",3.47,13,5.07
2019,1V04,693GF,"Columbia County, PA",0.24,,3
2019,1V04,693GG,"Northampton County, PA",4.94,5,2.91
2019,1V04,693QA,"Wayne County, PA",1.49,,17.75
2019,1V05,540,"Clarksburg, WV HCS",4.14,6.89,4.29
2019,1V05,540,"Clarksburg, WV (Louis A. Johnson)",3.91,6.88,3.59
2019,1V05,540BU,"Clarksburg, WV - VADOM",,,
2019,1V05,540GA,"Tucker County, WV",5.67,,1.27
2019,1V05,540GB,"Wood County, WV",4.4,10.82,8.18
2019,1V05,540GC,"Braxton County, WV",3.69,13.75,2.92
2019,1V05,540GD,"Monongalia County, WV",4.05,1,4.19
2019,1V05,540HK,"Clarksburg, WV - Mobile",7.04,0,
2019,1V05,512,"Baltimore, MD HCS",3.07,12.3,10.01
2019,1V05,512,"Baltimore, MD",4.71,13.4,16.41
2019,1V05,512A5,"Perry Point, MD",2.18,12.48,5.42
2019,1V05,512GA,"Cambridge, MD",2.1,6.46,3.29
2019,1V05,512GC,"Glen Burnie, MD",4.36,10.25,7.34
2019,1V05,512GD,"Loch Raven, MD",1.31,6.71,2.86
2019,1V05,512GE,"Pocomoke City, MD",2.69,2,11.19
2019,1V05,512GF,"Eastern Baltimore County, MD",1.46,0,4.38
2019,1V05,512GG,"Fort Meade, MD",2.04,7.04,11.17
2019,1V05,512PA,512PA,,,8.89
2019,1V05,512QA,"Baltimore West Fayette Street, MD",,21.12,0.88
2019,1V05,613,"Martinsburg, WV HCS",3.86,8.58,6.44
2019,1V05,613,"Martinsburg, WV",4.47,9.06,6.69
2019,1V05,613BU,"Martinsburg, WV - VADOM",,,1.08
2019,1V05,613GA,"Cumberland, MD",7.24,4.83,2.84
2019,1V05,613GB,"Hagerstown, MD",3.47,1.98,6.35
2019,1V05,613GC,"Stephens City, VA",2.79,4.53,3.85
2019,1V05,613GD,"Franklin, WV",1.24,,0
2019,1V05,613GE,"Petersburg, WV",1.81,2.4,4.19
2019,1V05,613GF,"Harrisonburg, VA",2.31,5.57,13.63
2019,1V05,613GG,"Fort Detrick, MD",3.75,6.61,9.71
2019,1V05,688,"Washington, DC HCS",0.9,3.78,2.14
2019,1V05,688,"Washington, DC",1.13,3.82,2.66
2019,1V05,688GA,"Fort Belvoir, VA",0.6,1.53,0.19
2019,1V05,688GB,"Southeast Washington, DC",0.41,0,0.6
2019,1V05,688GD,"Charlotte Hall, MD",0.65,2.76,0.02
2019,1V05,688GE,"Southern Prince Georges County, MD",0.28,4.69,0.44
2019,1V05,688GF,"Montgomery County, MD",1.36,6.52,5.45
2019,1V05,688GG,"Lexington Park, MD",0.44,,0
2019,1V05,688HK,Washington MOC,0,,
2019,1V05,688QA,"Franklin Street, DC",,,3.88
2019,1V05,517,"Beckley, WV HCS",4.86,6.26,1.72
2019,1V05,517,"Beckley, WV",4.95,6.26,1.46
2019,1V05,517GB,"Greenbrier County, WV",2.11,,4.73
2019,1V05,517QA,"Princeton, WV",7.34,,3.16
2019,1V05,581,"Huntington, WV HCS",2.79,7.85,2.59
2019,1V05,581,"Huntington, WV (Hershel ""Woody"" Williams)",3.31,8.38,1.73
2019,1V05,581GA,"Prestonsburg, KY",0.76,1.26,4.85
2019,1V05,581GB,"Charleston, WV",3.35,2.03,4.64
2019,1V05,581GG,"Gallipolis, OH",0.6,13.2,2
2019,1V05,581GH,"Lenore, WV",5.13,0,0
2019,1V05,581QA,"Huntington Ninth Street, WV",0,,
2019,1V06,558,"Durham, NC HCS",4.76,12.1,6.41
2019,1V06,558,"Durham, NC",3.87,11.24,5.13
2019,1V06,558GA,"Greenville, NC",7.57,14.72,8.74
2019,1V06,558GB,"Raleigh, NC",2.9,25.79,2.24
2019,1V06,558GC,"Morehead City, NC",5.34,13,9.51
2019,1V06,558GD,"Durham County, NC",,,5.68
2019,1V06,558GE,"Hillandale Road, NC",3.6,7.41,0.35
2019,1V06,558GF,"Wake County, NC",,,5.6
2019,1V06,558GG,"Raleigh-Atlantic Avenue, NC",4.42,6.73,1.23
2019,1V06,558QA,"Brier Creek, NC",,2.66,
2019,1V06,565,"Fayetteville, NC HCS",5.56,9.06,3.66
2019,1V06,565,"Fayetteville, NC",1.48,5.27,3.24
2019,1V06,565GA,"Jacksonville, NC",4.81,13.14,3.25
2019,1V06,565GC,"Wilmington, NC",3.51,6.31,3.01
2019,1V06,565GD,"Hamlet, NC",5.45,5.33,2.09
2019,1V06,565GE,"Robeson County, NC",2.75,8.33,1.32
2019,1V06,565GF,"Goldsboro, NC",9.47,1.5,2.44
2019,1V06,565GG,"Lee County, NC",9.1,5.36,4.88
2019,1V06,565GH,"Brunswick County, NC",1.25,12.75,0.96
2019,1V06,565GJ,"Jacksonville 2, NC",1.78,,
2019,1V06,565GL,"Cumberland County, NC",6.23,11.9,7.27
2019,1V06,565GM,"Jacksonville 3, NC",,,2.35
2019,1V06,565MB,IDES Fort Bragg,,1.88,1.4
2019,1V06,565MD,IDES Camp Lejeune,,0.11,0
2019,1V06,565QA,"Robeson Street, NC",,,
2019,1V06,565QD,"Raeford Road, NC",,6.81,
2019,1V06,565QE,"Womack, NC",,,
2019,1V06,590,"Hampton, VA HCS",16.58,17.24,8.44
2019,1V06,590,"Hampton, VA",19.66,16.61,6.65
2019,1V06,590BU,"Hampton, VA - VADOM",,,
2019,1V06,590GB,"Virginia Beach, VA",11.71,21.59,18.34
2019,1V06,590GC,"Albemarle, NC",3.69,0,3.08
2019,1V06,590GD,"Chesapeake, VA",9.37,3.25,9.83
2019,1V06,590MA,IDES Portsmouth,,46.86,
2019,1V06,590MB,IDES Langley,,39.37,
2019,1V06,590MC,IDES Fort Eustis,,31.71,32.63
2019,1V06,637,"Asheville, NC HCS",5.5,10.48,5.69
2019,1V06,637,"Asheville, NC (Charles George)",4.42,10.66,5.74
2019,1V06,637BU,"Asheville, NC - VADOM",,,
2019,1V06,637GA,"Franklin, NC",11,11.75,7.21
2019,1V06,637GB,"Rutherford County, NC",7.79,9.7,3.94
2019,1V06,637GC,"Hickory, NC",4.32,8.15,5.88
2019,1V06,652,"Richmond, VA HCS",5.23,8.19,4.94
2019,1V06,652,"Richmond, VA (Hunter Holmes McGuire)",6.25,8.21,5.53
2019,1V06,652GA,"Fredericksburg, VA",3.11,5.8,2.88
2019,1V06,652GB,"Fredericksburg 2, VA",3.78,6.87,4.84
2019,1V06,652GE,"Charlottesville, VA",1.85,9.88,3.08
2019,1V06,652GF,"Emporia, VA",3.22,3.75,6.42
2019,1V06,658,"Salem, VA HCS",3.12,9.44,2.72
2019,1V06,658,"Salem, VA",4.4,9.72,2.16
2019,1V06,658BU,"Salem, VA - VADOM",,,
2019,1V06,658GA,"Tazewell, VA",1.92,,1.42
2019,1V06,658GB,"Danville, VA",2.35,4.16,6.05
2019,1V06,658GC,"Lynchburg, VA",1.84,3.36,1.56
2019,1V06,658GD,"Staunton, VA",2.55,1.83,2.4
2019,1V06,658GE,"Wytheville, VA",0.95,0.6,4.55
2019,1V06,659,"Salisbury, NC HCS",4.86,10.88,7.88
2019,1V06,659,"Salisbury, NC (W.G. (Bill) Hefner Salisbury)",4.14,7.54,8.52
2019,1V06,659BY,"Kernersville, NC",7.3,14.22,10.22
2019,1V06,659BZ,"South Charlotte, NC",3.85,12.21,5.99
2019,1V06,659GA,"North Charlotte, NC",2.08,8.36,5.94
2019,2V07,508,"Atlanta, GA HCS",2.44,11.14,2.64
2019,2V07,508,"Atlanta, GA",3.97,10.23,2.24
2019,2V07,508GA,"Fort McPherson, GA",2.23,12.89,4.59
2019,2V07,508GE,"Oakwood, GA",2.09,11.29,2.91
2019,2V07,508GF,"Austell, GA",1.94,1.94,1.55
2019,2V07,508GG,"Stockbridge, GA",3.05,3.09,1.58
2019,2V07,508GH,"Lawrenceville, GA",2.16,5.3,2.97
2019,2V07,508GI,"Newnan, GA",1.24,5.26,2.7
2019,2V07,508GJ,"Blairsville, GA",1.38,4.27,2.06
2019,2V07,508GK,"Carrollton, GA (Trinka Davis Village)",3.44,13.47,1.9
2019,2V07,508GL,"Rome, GA",1.24,1.98,0.91
2019,2V07,508GO,"Northeast Cobb County, GA",2.41,6.64,1.03
2019,2V07,508QB,"East Point, GA",,5.64,0.89
2019,2V07,508QC,"Henderson Mill, GA",,,1.1
2019,2V07,508QD,"Fulton County, GA",,4.25,9.83
2019,2V07,508QE,"Gwinnett County, GA",1.19,,2.08
2019,2V07,508QF,"Atlanta North Arcadia Avenue, GA",2.05,16.28,4.59
2019,2V07,509,"Augusta, GA HCS",5.11,9.65,5.84
2019,2V07,509,"Augusta Downtown, GA (Charlie Norwood)",0,11.51,3.19
2019,2V07,509A0,"Augusta Uptown, GA",5.68,5.63,6.9
2019,2V07,509GA,"Athens, GA",5.75,7.36,1.41
2019,2V07,509GB,"Aiken, SC",3.86,1.44,2.5
2019,2V07,509QA,"Statesboro, GA (Ray Hendrix)",4.53,0.74,1.9
2019,2V07,521,"Birmingham, AL HCS",2.18,7.74,1.97
2019,2V07,521,"Birmingham, AL",2.38,8.25,1.88
2019,2V07,521GA,"Huntsville, AL",2.02,8.76,2.51
2019,2V07,521GC,"Florence, AL",3.48,0.06,0.7
2019,2V07,521GD,"Rainbow City, AL",2.87,0.88,2.24
2019,2V07,521GE,"Oxford, AL",1.32,3.35,2.39
2019,2V07,521GF,"Jasper, AL",0.67,1.66,1.02
2019,2V07,521GG,"Bessemer, AL",2.9,5.92,4.01
2019,2V07,521GH,"Childersburg, AL",0.63,0.09,0.48
2019,2V07,521GI,"Guntersville, AL",1.34,2.34,2.65
2019,2V07,521GJ,"Birmingham 7th Avenue South, AL",2.7,7.99,1.89
2019,2V07,521QA,"Callahan, AL",,5.39,
2019,2V07,534,"Charleston, SC HCS",1.12,4.64,1.24
2019,2V07,534,"Charleston, SC (Ralph H. Johnson)",1.11,4.81,0.7
2019,2V07,534BY,"Savannah, GA",1.25,3.22,2.43
2019,2V07,534GB,"Myrtle Beach, SC",0.84,4.52,1.12
2019,2V07,534GC,"Beaufort, SC",1.33,4.62,1.22
2019,2V07,534GD,"Goose Creek, SC",1.68,5.21,1.75
2019,2V07,534GE,"Hinesville, GA",0.77,2.57,0.84
2019,2V07,534GF,"Trident 1, SC",0.58,3.62,
2019,2V07,534QA,"Market Commons, SC",1.85,5.05,1.76
2019,2V07,534QB,"Trident 2, SC",,0.5,0.8
2019,2V07,534QC,"Charleston City Hall Lane, SC",,,
2019,2V07,544,"Columbia, SC HCS",2.79,11.11,4.6
2019,2V07,544,"Columbia, SC (Wm. Jennings Bryan Dorn)",3.64,11.39,4.69
2019,2V07,544BZ,"Greenville, SC",2.23,10.64,5.72
2019,2V07,544GB,"Florence, SC",1.54,8.42,3.95
2019,2V07,544GC,"Rock Hill, SC",3.2,10.11,2.98
2019,2V07,544GD,"Anderson, SC",2.37,8.3,8.68
2019,2V07,544GE,"Orangeburg, SC",2.53,,2.18
2019,2V07,544GF,"Sumter, SC",3.04,,6.83
2019,2V07,544GG,"Spartanburg, SC",1.43,0.57,2.41
2019,2V07,544HK,"Columbia, SC - Mobile",,17.38,
2019,2V07,557,"Dublin, GA HCS",3.03,14.44,9.12
2019,2V07,557,"Dublin, GA (Carl Vinson)",2.03,15.94,6.23
2019,2V07,557GA,"Macon, GA",3.01,13.15,12.94
2019,2V07,557GB,"Albany, GA",3.3,7.32,11.87
2019,2V07,557GC,"Milledgeville, GA",1.44,6,3.66
2019,2V07,557GE,"Brunswick, GA",5.63,4.28,2.66
2019,2V07,557GF,"Tifton, GA",3.14,1.97,3.33
2019,2V07,557HA,"Perry, GA",6.86,31.36,27.86
2019,2V07,619,Central Alabama HCS,5.72,10.88,6.86
2019,2V07,619,"Montgomery, AL (Central Alabama)",0,10.83,5.8
2019,2V07,619A4,"Tuskegee, AL (Central Alabama)",4.65,10.02,1.66
2019,2V07,619GA,"Columbus, GA",5.99,20.91,11.26
2019,2V07,619GD,"Wiregrass, AL",17.32,18.79,5.74
2019,2V07,619GE,"Monroe County, AL",1.28,,6.64
2019,2V07,619GF,"Central Alabama Montgomery, AL",3.83,7.23,2.13
2019,2V07,619PA,"Tuskegee, AL (Central Alabama) - PRRTP",,,
2019,2V07,619QA,"Dothan 2, AL",3.3,,11.58
2019,2V07,619QB,"Fort Benning, GA",5.32,20.84,2.76
2019,2V07,679,"Tuscaloosa, AL HCS",6.32,7.59,8.66
2019,2V07,679,"Tuscaloosa, AL",6.69,7.59,8.67
2019,2V07,679BU,"Tuscaloosa, AL - VADOM",,,
2019,2V07,679GA,"Selma, AL",0.58,0,4.5
2019,2V07,679HK,"Tuscaloosa, AL - Mobile",5.35,,
2019,2V08,516,"Bay Pines, FL HCS",3.78,7.39,7.47
2019,2V08,516,"Bay Pines, FL (C.W. Bill Young)",3.11,7.18,4.95
2019,2V08,516BZ,"Lee County, FL",3.69,7.69,7.79
2019,2V08,516GA,"Sarasota, FL",3.66,0.84,5.53
2019,2V08,516GB,"St. Petersburg, FL",3.88,2.23,7.71
2019,2V08,516GC,"Palm Harbor, FL",4.33,0.99,9.5
2019,2V08,516GD,"Bradenton, FL",5.77,10.16,17.01
2019,2V08,516GE,"Port Charlotte, FL",5.96,29.16,13.55
2019,2V08,516GF,"Naples, FL",4.06,3.16,7.34
2019,2V08,516GH,"Sebring, FL",1.08,4.73,4.27
2019,2V08,546,"Miami, FL HCS",3.97,10,2.85
2019,2V08,546,"Miami, FL (Bruce W. Carter)",3.9,10.78,1.86
2019,2V08,546BZ,"Sunrise, FL (William ""Bill"" Kling)",4.35,9.96,3.31
2019,2V08,546GA,"Miami Flagler, FL",9.3,,
2019,2V08,546GB,"Key West, FL",3.59,2.38,3.21
2019,2V08,546GC,"Homestead, FL",4.35,4.85,5.93
2019,2V08,546GD,"Pembroke Pines, FL",3.98,10.11,4.75
2019,2V08,546GE,"Key Largo, FL",4.8,13.54,5.59
2019,2V08,546GF,"Hollywood, FL",2.51,1.48,5.11
2019,2V08,546GH,"Deerfield Beach, FL",2.28,0.68,2.09
2019,2V08,548,"West Palm Beach, FL HCS",2.02,5.62,5.23
2019,2V08,548,"West Palm Beach, FL",2.14,6.18,5.85
2019,2V08,548GA,"Fort Pierce, FL",1.19,1.58,0.69
2019,2V08,548GB,"Delray Beach, FL",6.6,1.43,3.83
2019,2V08,548GC,"Stuart, FL",0.27,0.08,0.44
2019,2V08,548GD,"Boca Raton, FL",1.33,0.72,4.42
2019,2V08,548GE,"Vero Beach, FL",1.12,2.06,1.71
2019,2V08,548GF,"Okeechobee, FL",1.92,7.72,5.73
2019,2V08,548QA,"Port Saint Lucie, FL",,7.41,8.16
2019,2V08,573,"Gainesville, FL HCS",4.3,8.86,4.9
2019,2V08,573,"Gainesville, FL (Malcom Randall)",3.36,7.65,3.44
2019,2V08,573A4,"Lake City, FL",7.2,8.23,2.2
2019,2V08,573BY,"Jacksonville 1, FL",6.25,14.45,5.73
2019,2V08,573GA,"Valdosta, GA",2.44,12.84,5.44
2019,2V08,573GD,"Ocala, FL",2.61,4.1,6.66
2019,2V08,573GE,"Saint Augustine, FL",2.4,7.69,3.78
2019,2V08,573GF,"Tallahassee, FL (Sergeant Ernest I. ""Boots"" Thomas)",4.18,4.72,1.5
2019,2V08,573GI,"The Villages, FL",6.61,8.86,5.77
2019,2V08,573GJ,"St. Marys, GA",3.07,0,10.14
2019,2V08,573GK,"Marianna, FL",1.99,7.75,2.04
2019,2V08,573GL,"Palatka, FL",3.06,4.43,6.41
2019,2V08,573GM,"Waycross, GA",2.45,23.48,1.92
2019,2V08,573GN,"Perry, FL",1.17,1,1.05
2019,2V08,573QA,"Gainesville 1-16th Street, FL",,,0.43
2019,2V08,573QB,"Gainesville 2-98th Street, FL",,5.72,
2019,2V08,573QC,"Gainesville 3-64th Street (C), FL",,12.93,11.78
2019,2V08,573QD,"Gainesville 4-64th Street (O), FL",,5.86,
2019,2V08,573QE,"Gainesville 5-64th Street (D), FL",,9.89,
2019,2V08,573QF,"Gainesville 6-23rd Avenue, FL",,,0.68
2019,2V08,573QG,"Jacksonville Southpoint, FL",3.77,9.45,8.32
2019,2V08,573QH,"Ocala West, FL",,7.74,
2019,2V08,573QJ,"Jacksonville 2, FL",3.24,9.96,7.49
2019,2V08,573QK,"Lake City Commerce Drive, FL",7.37,0,
2019,2V08,672,"San Juan, PR HCS",2.75,7.77,4.12
2019,2V08,672,"San Juan, PR",3.1,7.91,4.27
2019,2V08,672B0,"Ponce, PR (Eur�pides Rubio)",1.82,7.15,1.68
2019,2V08,672BZ,"Mayaguez, PR",1.96,7.07,5.29
2019,2V08,672GA,"Saint Croix, VI",0.68,22.83,7.64
2019,2V08,672GB,"Saint Thomas, VI",1.53,40,18.3
2019,2V08,672GC,"Arecibo, PR",2.81,4.98,5.81
2019,2V08,672GD,"Ceiba, PR",4.67,12.25,2.69
2019,2V08,672GE,"Guayama, PR",1.69,7.67,5.99
2019,2V08,672QA,"Comerio, PR",3.42,5.5,
2019,2V08,672QB,"Utuado, PR",6.21,0,
2019,2V08,672QC,"Vieques, PR",1.51,0,
2019,2V08,673,"Tampa, FL HCS",3.93,7.68,3.55
2019,2V08,673,"Tampa, FL (James A. Haley)",2.54,7.89,1
2019,2V08,673BV,"Tampa, FL - VADOM",,,
2019,2V08,673BZ,"New Port Richey, FL",2.77,6.2,4.4
2019,2V08,673GB,"Lakeland, FL",3.37,4,0
2019,2V08,673GC,"Brooksville, FL",4.58,4.82,5.03
2019,2V08,673GF,"Zephyrhills, FL",4.79,2.93,
2019,2V08,673GG,"South Hillsborough, FL",6.96,5.99,9.42
2019,2V08,673GH,"Lecanto, FL",0.95,4.56,1.34
2019,2V08,673QA,"Forty Sixth Street North, FL",,3.9,10.53
2019,2V08,673QB,"Forty Sixth Street South, FL",,6.73,2.2
2019,2V08,673QC,"West Lakeland, FL",,5.1,6.88
2019,2V08,673QD,"Deer Park, FL",,17.79,
2019,2V08,673QE,"Highway Nineteen, FL",,13.57,
2019,2V08,673QF,"Winners Circle, FL",,,
2019,2V08,673QG,"Little Road, FL",,,4.14
2019,2V08,673QH,"Bruce B. Downs Boulevard, FL",,6.38,
2019,2V08,673QI,"Medical View Lane, FL",0,3.19,2.99
2019,2V08,673QJ,"Hidden River, FL",5.16,12.72,2.45
2019,2V08,675,"Orlando, FL HCS",2.13,7.23,4.21
2019,2V08,675,"Orlando, FL",3.49,8.08,5.73
2019,2V08,675BU,"Orlando-Lake Nona, FL - VADOM",,,
2019,2V08,675BV,"Lake Baldwin, FL - VADOM",,,
2019,2V08,675GA,"Viera, FL",1.32,6.22,3.87
2019,2V08,675GB,"Daytona Beach, FL (William V. Chappell, Jr.)",2.17,6.17,1.63
2019,2V08,675GC,"Kissimmee, FL",2.48,0,6.06
2019,2V08,675GD,"Deltona, FL",1.5,1.39,4.2
2019,2V08,675GE,"Tavares, FL",2.86,2.92,3.05
2019,2V08,675GF,"Clermont, FL",2.07,1.19,5.69
2019,2V08,675GG,"Lake Baldwin, FL",1.73,6.08,3.6
2019,2V08,675QB,"Port Orange, FL",,,
2019,2V08,675QC,"Westside Pavilion, FL",,,3.72
2019,2V08,675QD,"Crossroads, FL",,15.05,3.86
2019,2V09,596,"Lexington, KY HCS",3.36,7.69,2.2
2019,2V09,596,"Lexington-Leestown, KY (Franklin R. Sousley Campus)",4.05,5.6,2.14
2019,2V09,596A4,"Lexington-Cooper, KY (Troy Bowling Campus)",,8.92,1.54
2019,2V09,596BU,"Lexington-Leestown, KY - VADOM",,,
2019,2V09,596GA,"Somerset, KY",3.03,5.91,3.61
2019,2V09,596GB,"Morehead, KY",0.78,1.76,2.77
2019,2V09,596GC,"Hazard, KY",2.06,1.14,0.02
2019,2V09,596GD,"Berea, KY",3.29,3.59,2.84
2019,2V09,603,"Louisville, KY HCS",2.35,4.57,3.6
2019,2V09,603,"Louisville, KY (Robley Rex)",0.06,4.66,5.38
2019,2V09,603GA,"Fort Knox, KY",1.97,4.3,2.92
2019,2V09,603GB,"New Albany, IN",1.55,0.23,2.97
2019,2V09,603GC,"Shively, KY",3.06,7.1,4.3
2019,2V09,603GD,"Stonybrook, KY",1.88,2.1,1.6
2019,2V09,603GE,"Newburg, KY",3.4,6.44,6.95
2019,2V09,603GF,"Grayson County, KY",1.56,2.75,4.58
2019,2V09,603GG,"Scott County, IN",2.38,2.5,1.9
2019,2V09,603GH,"Carrollton, KY",1.27,2.26,1.29
2019,2V09,603MA,IDES Fort Knox,,0,0
2019,2V09,614,"Memphis, TN HCS",2.11,7.31,4.2
2019,2V09,614,"Memphis, TN",1.57,7.06,3.42
2019,2V09,614GA,"Tupelo, MS",2.94,7.12,11.19
2019,2V09,614GB,"Jonesboro, AR",3.46,0.7,5.64
2019,2V09,614GC,"Holly Springs, MS",1.76,1.62,1.92
2019,2V09,614GD,"Savannah, TN",2.16,0,2.84
2019,2V09,614GE,"Covington, TN",1.54,0.34,3.52
2019,2V09,614GF,"Nonconnah Boulevard, TN",2.37,9.62,4.42
2019,2V09,614GG,"Jackson, TN",1.13,9.07,1.28
2019,2V09,614GI,"Dyersburg, TN",3.05,0,3.95
2019,2V09,614GN,"Helena, AR",1.96,0,3.26
2019,2V09,614QA,"Union Avenue, TN",,,
2019,2V09,621,"Mountain Home, TN HCS",3.89,5.45,2.07
2019,2V09,621,"Mountain Home, TN (James H. Quillen)",4.62,5.61,1.1
2019,2V09,621BU,"Mountain Home, TN - VADOM",0.94,,
2019,2V09,621BY,"Knoxville, TN (William C. Tallent)",4.02,3.77,2.7
2019,2V09,621GA,"Rogersville, TN",2.56,0,0
2019,2V09,621GC,"Norton, VA",2.38,0,0.64
2019,2V09,621GG,"Morristown, TN",1.46,6.62,1.51
2019,2V09,621GI,"Sevierville, TN (Dannie A. Carr)",4.9,1.07,4.79
2019,2V09,621GJ,"Bristol, VA",3.2,0,3.65
2019,2V09,621GK,"Campbell County, TN",3.12,1.09,3.39
2019,2V09,621QA,"Jonesville, VA",2.48,,
2019,2V09,621QB,"Marion, VA",1.27,,
2019,2V09,621QC,"Vansant, VA",8.08,,
2019,2V09,621QD,"Knox County, TN",,5.87,5.8
2019,2V09,621QE,"Downtown West, TN",,2.78,
2019,2V09,626,Middle Tennessee HCS,6.03,8.86,5.02
2019,2V09,626,"Nashville, TN",7.37,8.69,3.83
2019,2V09,626A4,"Murfreesboro, TN (Alvin C. York)",3.42,8.47,2.87
2019,2V09,626GA,"Dover, TN",2.83,,2.49
2019,2V09,626GC,"Bowling Green, KY",4.84,6.82,11.04
2019,2V09,626GE,"Clarksville, TN",5.45,15.1,6.41
2019,2V09,626GF,"Chattanooga, TN",7.27,5.84,7.66
2019,2V09,626GG,"Tullahoma, TN",0.39,5.91,5.98
2019,2V09,626GH,"Cookeville, TN",8.38,4.48,10.08
2019,2V09,626GJ,"Hopkinsville, KY",9.71,8.52,6.65
2019,2V09,626GK,"McMinnville, TN",3.23,3.95,2.84
2019,2V09,626GL,"Roane County, TN",1.55,12.45,11.43
2019,2V09,626GM,"Maury County, TN",8.59,5.18,5.98
2019,2V09,626GN,"Athens, TN",7.09,3,9.44
2019,2V09,626GO,"International Plaza, TN",7.59,8.57,1.51
2019,2V09,626GP,"Gallatin, TN",4.23,3.87,0
2019,2V09,626MA,IDES Fort Campbell,,0,0
2019,2V09,626QA,"Albion Street, TN",11.49,,0.04
2019,2V09,626QB,"Charlotte Avenue, TN",3.19,10.31,2.01
2019,2V09,626QC,"Pointe Centre, TN",,21.66,8.16
2019,2V09,626QD,"Glenis Drive, TN",,,1.33
2019,3V10,538,"Chillicothe, OH HCS",1.73,7.94,3.07
2019,3V10,538,"Chillicothe, OH",1.99,8.52,2.86
2019,3V10,538GA,"Athens, OH",1.35,6.37,1.18
2019,3V10,538GB,"Portsmouth, OH",1.04,4.54,1.11
2019,3V10,538GC,"Marietta, OH",2.1,11.38,3.39
2019,3V10,538GD,"Lancaster, OH",1.3,4.18,3.91
2019,3V10,538GE,"Cambridge, OH",2.12,3.39,3.05
2019,3V10,538GF,"Wilmington, OH",2.18,3.5,10.78
2019,3V10,539,"Cincinnati, OH HCS",2.72,10,2.78
2019,3V10,539,"Cincinnati, OH",2.42,11.64,1.85
2019,3V10,5399AB,Fort Thomas CLC,,,0
2019,3V10,539A4,"Fort Thomas, KY",,8.33,1.67
2019,3V10,539BV,"Fort Thomas, KY - PRRTP",,,38.78
2019,3V10,539GA,"Bellevue, KY",4.99,3.16,4.42
2019,3V10,539GB,"Clermont County, OH",2.3,6.95,3.1
2019,3V10,539GC,"Dearborn, IN",1.6,3.46,2.84
2019,3V10,539GD,"Florence, KY",2.53,4.88,2.42
2019,3V10,539GE,"Hamilton, OH",3.38,7.06,5.44
2019,3V10,539GF,"Georgetown, OH",4.01,5.77,3.96
2019,3V10,539QB,"Highland Avenue, OH",,9.46,
2019,3V10,539QC,"Vine Street, OH",0,,
2019,3V10,539QD,"Norwood, OH",,8.16,4.49
2019,3V10,541,"Cleveland, OH HCS",5.14,7.19,4.05
2019,3V10,541,"Cleveland, OH (Louis Stokes Cleveland)",7.16,7.14,3.32
2019,3V10,541BY,"Canton, OH",4.19,7.18,2.5
2019,3V10,541BZ,"Youngstown, OH",3.61,4.57,1.99
2019,3V10,541GB,"Lorain, OH",3.53,5.56,1.11
2019,3V10,541GC,"Sandusky, OH",9.4,11.92,6.92
2019,3V10,541GD,"Mansfield, OH (David F. Winder)",1.49,3.73,1.16
2019,3V10,541GE,"McCafferty, OH",4.23,3.57,7.02
2019,3V10,541GF,"Lake County, OH",4.71,3.68,5.87
2019,3V10,541GG,"Akron, OH",5.44,8.92,3.29
2019,3V10,541GH,"East Liverpool, OH",1.73,4.21,2.4
2019,3V10,541GI,"Warren, OH",4.15,10.04,4.08
2019,3V10,541GJ,"New Philadelphia, OH",2.19,4.98,4.58
2019,3V10,541GK,"Ravenna, OH",5.78,5.27,2.23
2019,3V10,541GL,"Parma, OH",8.39,8.95,9.46
2019,3V10,541GM,"Cleveland Superior Avenue, OH",,,
2019,3V10,541QA,"Summit County, OH",,,
2019,3V10,541QB,"Cleveland Euclid Avenue, OH",5.61,0,
2019,3V10,541QE,"Cleveland East Boulevard 3, OH - Mobile",,3.96,
2019,3V10,541QF,"Cuyahoga County 4, OH - Mobile",,7.92,
2019,3V10,552,"Dayton, OH HCS",2.31,6.32,3.75
2019,3V10,552,"Dayton, OH",1.91,6.16,2.74
