year,id,station_id,name,pc,sc,mh
2015,V01,402,"Togus, ME",1,4,3
2015,V01,402,Togus VAMC,0,5,4
2015,V01,402GA,Aroostook County (Caribou),0,9,0
2015,V01,402GB,Calais,1,6,0
2015,V01,402GC,Rumford,0,1,0
2015,V01,402GD,Saco,0,5,8
2015,V01,402GE,Lewiston,0,1,4
2015,V01,402GF,Lincoln,0,,
2015,V01,402HB,Bangor,0,4,2
2015,V01,402HC,Portland Outreach Clinic-CDRP Satellite South,0,5,3
2015,V01,402HL,Bingham VA Mobile Clinic,0,11,
2015,V01,405,"White River Junction, VT",2,3,3
2015,V01,405,White River Jct VAMC,1,4,3
2015,V01,405GA,Bennington,0,1,0
2015,V01,405GC,Brattleboro,0,3,6
2015,V01,405HA,Burlington Lakeside,0,4,4
2015,V01,405HC,VICC - St. Johnsbury - Littleton,1,3,3.1
2015,V01,405HE,KEENE (ORC),0,7,0
2015,V01,405HF,Rutland,0,1,1
2015,V01,518,"Bedford, MA",1,1,6
2015,V01,518,Edith Nourse Rogers VAMC,1,1,6
2015,V01,518GA,Lynn,0,1,0
2015,V01,518GB,Haverhill,0,0,9
2015,V01,518GE,Gloucester,0,1,
2015,V01,523,"VA Boston HCS, MA",13,2,4
2015,V01,523,Jamaica Plain VAMC,9,2,5
2015,V01,523A4,West Roxbury VAMC,2,3.6,3
2015,V01,523A5,Brockton VAMC,2,0,5
2015,V01,523BY,Lowell,0,5,4
2015,V01,523BZ,Causeway,0,0,1
2015,V01,523GA,Framingham,0,1,3.5
2015,V01,523GC,Quincy,0,2,
2015,V01,523GD,Plymouth,0,9.9,12
2015,V01,523MA,IDES Hanscom AFB,0,,1
2015,V01,608,"Manchester, NH",1,5.9,4
2015,V01,608,Manchester VAMC,1,6,4
2015,V01,608GA,Portsmouth,0,6,3.4
2015,V01,608GC,Somersworth,0,8,8
2015,V01,608GD,Conway,0,4,3
2015,V01,608HA,Tilton,0,3,8.4
2015,V01,608MA,IDES Manchester VAMC,0,,2
2015,V01,631,VA Central Western Massachusetts HCS,3,8,5.4
2015,V01,631,Edward P Boland VAMC,1,9,5
2015,V01,631BY,Springfield,0,8,2
2015,V01,631GC,Pittsfield,0,12,7
2015,V01,631GD,Greenfield (Franklin County),1,3,2
2015,V01,631GE,Worcester,1,7,9
2015,V01,631GF,Fitchburg,0,9,0
2015,V01,631MA,IDES Keller Army Community Hospital,0,,0
2015,V01,631PA,631PA,0,,
2015,V01,650,"Providence, RI",3,4,3
2015,V01,650,Providence VAMC,1,4,3
2015,V01,650GA,New Bedford Primary Care Ctr.,0,3,1
2015,V01,650GB,Hyannis,0,4,3
2015,V01,650GD,Middletown,2,3,0
2015,V01,689,"VA Connecticut HCS, CT",2,1,3
2015,V01,689,West Haven VAMC,2,1,3
2015,V01,689A4,Newington VAMC,0,1,3
2015,V01,689GA,Waterbury,0,0,0
2015,V01,689GB,Stamford,0,0,0
2015,V01,689GC,Willimantic,0,0,0
2015,V01,689GD,Winsted,0,0,6
2015,V01,689GE,Danbury,0,1,0.6
2015,V01,689HC,New London VA Primary Care Center,0,1,0
2015,V02,528,"Albany, NY",1,4,3
2015,V02,528A8,Samuel S Stratton VAMC,1,7,3
2015,V02,528G2,Westport,0,5,5
2015,V02,528G3,Bainbridge,0,2.1,0
2015,V02,528G6,Fonda,0,1,6
2015,V02,528G7,Catskill,0,3,0
2015,V02,528GT,Glens Falls,0,1,0.4
2015,V02,528GV,Plattsburgh,0,5,0
2015,V02,528GW,Schenectady,0,0,0
2015,V02,528GX,Troy,0,3,
2015,V02,528GY,Clifton Park,0,5.1,0
2015,V02,528GZ,Kingston,0,0,0
2015,V02,528,"Bath, NY",3,3,5
2015,V02,528A6,Bath VA Medical Center,3,2,5
2015,V02,528G4,Elmira,0,5,4
2015,V02,528G8,Wellsville,0,4,2
2015,V02,528,"Western New York, NY",3,5,4
2015,V02,528,Buffalo VA Medical Center,3,8,4
2015,V02,528A4,Upstate New York HCS-Batavia,0,4,4
2015,V02,528GB,Jamestown,0,0.6,1
2015,V02,528GC,Dunkirk,0,1,0
2015,V02,528GD,Niagara Falls,0,2,1
2015,V02,528GK,Lockport,0,1.4,0
2015,V02,528GQ,Lackawanna,0,3,0
2015,V02,528GR,Olean,0,2,1
2015,V02,528,"Canandaigua, NY",5,7,6
2015,V02,528A5,Canandaigua VA Medical Center,5,5,7
2015,V02,528GE,Rochester,0,8.5,5
2015,V02,528,"Syracuse, NY",20,4,6
2015,V02,528A7,Syracuse VA Medical Center,18,2,7
2015,V02,528G5,Auburn,0,1,0
2015,V02,528G9,Tompkins County,0,2,2
2015,V02,528GL,Massena,2,12,24
2015,V02,528GM,Donald J Mitchell VA OPC,0,4,5
2015,V02,528GN,Binghamton,0,3,6.4
2015,V02,528GO,Watertown,0,7,7
2015,V02,528GP,Oswego,0,3,4
2015,V02,528MA,Watertown DES,0,,0
2015,V02,528QN,Watertown 2,0,,0
2015,V03,526,"Bronx, NY",0,5.7,3
2015,V03,526,James J. Peters VAMC,0,6,3
2015,V03,526GA,White Plains,0,9,0
2015,V03,526GB,Yonkers,0,0,
2015,V03,526GD,Thomas P. Noonan Jr. VA OPC,0,0,0
2015,V03,561,"New Jersey HCS, NJ",0,0.7,3
2015,V03,561,East Orange VAMC,0,1,2.7
2015,V03,561A4,"New Jersey HCS, NJ - Lyons Campus",0,0,2
2015,V03,561BY,Newark,0,,
2015,V03,561BZ,Brick,0,1,3
2015,V03,561GA,Hamilton,0,2,8
2015,V03,561GB,Elizabeth,0,1.4,0
2015,V03,561GD,Hackensack,0,0,0
2015,V03,561GE,Jersey City,0,1,3
2015,V03,561GF,Piscataway,0,2,0
2015,V03,561GH,Morristown,0,0,0
2015,V03,561GI,Tinton Falls,0,1.7,2
2015,V03,561GJ,Paterson,0,0,0
2015,V03,620,"VA Hudson Valley HCS, NY",1,2,3
2015,V03,620,Franklin Delano Roosevelt Hospital,1,1,2
2015,V03,620A4,Castle Point VAMC,0,2,3
2015,V03,620BU,VADOM Montrose,0,,
2015,V03,620GA,New City,0,2.8,2
2015,V03,620GB,Carmel,0,1,5
2015,V03,620GD,Goshen,0,2,4
2015,V03,620GE,Port Jervis,0,1,1
2015,V03,620GF,Monticello,0,1,2
2015,V03,620GG,Poughkeepsie,0,1,3
2015,V03,620GH,Eastern Dutchess,0,1,1
2015,V03,620MA,IDES West Point,0,,0
2015,V03,630,"New York Harbor HCS, NY",3,2,2
2015,V03,630,Manhattan VAMC,1,2,2
2015,V03,630A4,New York Harbor HCS-Brooklyn Campus,1,2,1
2015,V03,630A5,St. Albans VAMC,1,0,1
2015,V03,630GA,Harlem CBOC,0,0,0
2015,V03,630GB,Staten Island CBOC,0,0,1
2015,V03,630GC,Chapel St CBOC,0,1,
2015,V03,632,"Northport, NY",0,3.6,3
2015,V03,632,Northport VAMC,0,4,3
2015,V03,632BU,Northport VADOM,0,,
2015,V03,632GA,East Meadow,0,2,4
2015,V03,632HA,Valley Stream,0,1,0
2015,V03,632HB,Riverhead,0,4,4
2015,V03,632HC,Bay Shore,0,3,
2015,V03,632HD,Patchoque,0,2,7
2015,V03,632QA,Northport 1 VA Mobile Clinic,0,,0
2015,V03,632QB,Northport 2 VA Mobile Clinic,0,,1
2015,V04,460,"Wilmington, DE",0,6,7
2015,V04,460,Wilmington VAMC,0,4,7
2015,V04,460GA,Sussex County,0,4,4
2015,V04,460GC,Kent County,0,7,6
2015,V04,460GD,Cape May USCG,0,9,1
2015,V04,460HE,Atlantic County,0,9,7
2015,V04,460HG,Cumberland County,0,9,9
2015,V04,460HK,Wilmington VA Mobile Clinic,0,0,
2015,V04,460MA,IDES Dover AFB,0,,13
2015,V04,503,"Altoona, PA",0,4,3
2015,V04,503,James E. Van Zandt VAMC,0,3,2.9
2015,V04,503GA,Johnstown,0,5.8,4
2015,V04,503GB,DuBois (Clearfield),0,3,5
2015,V04,503GC,State College (Centre County),0,5,4
2015,V04,503GD,Huntingdon County,0,3,0
2015,V04,503GE,Indiana County,0,3,0
2015,V04,529,"Butler, PA",0,1,2
2015,V04,529,Butler VAMC,0,1,2
2015,V04,529GA,Michael A. Marzano VA OPC,0,0,0
2015,V04,529GB,Lawrence County,0,0,1
2015,V04,529GC,Armstrong County,0,1.1,0
2015,V04,529GD,Clarion County,0,1,0
2015,V04,529GF,Cranberry Township,0,1,0
2015,V04,540,"Clarksburg, WV",1,6,6
2015,V04,540,Louis A Johnson VAMC,1,8,6
2015,V04,540GA,Tucker County,0,4,
2015,V04,540GB,Wood County Veterans Center,0,5,11
2015,V04,540GC,Braxton County,0,4,11
2015,V04,540GD,Monongalia County,0,1,0
2015,V04,540HK,Clarksburg VA Mobile Clinic,0,5,0
2015,V04,542,"Coatesville, PA",3,2,4
2015,V04,542,Coatesville VAMC,3,2,4
2015,V04,542BU,VADOM Coatesville,0,,
2015,V04,542GA,Springfield,0,1,0
2015,V04,542GE,Spring City,0,2,0
2015,V04,562,"Erie, PA",1,6,6
2015,V04,562,Erie VAMC,1,9,6
2015,V04,562GA,Crawford County,0,9,4
2015,V04,562GB,Ashtabula County,0,4,0.5
2015,V04,562GC,McKean County,0,2,2
2015,V04,562GD,Venango County,0,2,9
2015,V04,562GE,Warren,0,1.9,0
2015,V04,595,"Lebanon, PA",21,5,6
2015,V04,595,Lebanon VAMC,21,5,6
2015,V04,595GA,Camp Hill,0,3,6
2015,V04,595GC,Lancaster,0,5,8
2015,V04,595GD,Berks County,0,5,17
2015,V04,595GE,York,0,5,4
2015,V04,595GF,Pottsville,0,6,
2015,V04,642,"Philadelphia, PA",52,6,6.8
2015,V04,642,Corporal M. J. Crescenz VAMC,52,6,6
2015,V04,642GA,Outpatient Clinic at Marshall Hall,0,3,2
2015,V04,642GC,Victor J. Saracini VA OPC,0,4,37
2015,V04,642GD,Gloucester County,0,6,28
2015,V04,646,"Pittsburgh, PA",5,4,4
2015,V04,646,Pittsburgh VAMC University Dr,2,8,4
2015,V04,646A4,H. John Heinz III VAMC,3,5,2
2015,V04,646BU,Pittsburgh-Heinz VA DOM,0,,
2015,V04,646GA,Belmont County,0,3,3
2015,V04,646GB,Westmoreland County,0,1,3
2015,V04,646GC,Beaver County,0,2,3
2015,V04,646GD,Washington County,0,2,3
2015,V04,646GE,Fayette County,0,1,1.2
2015,V04,693,"Wilkes-Barre, PA",0,2.8,2.7
2015,V04,693,Wilkes-Barre VAMC,0,2,3
2015,V04,693B4,Allentown,0,4,2
2015,V04,693GA,Sayre,0,2,5
2015,V04,693GB,Williamsport,0,2,1.6
2015,V04,693GC,Tobyhanna,0,2,0
2015,V04,693GF,Columbia County,0,0,
2015,V04,693GG,Northampton County,0,4,0
2015,V05,512,"Baltimore HCS, MD",10,7,6
2015,V05,512,Baltimore VA Medical Center,6,11,5.8
2015,V05,512A5,Perry Point,4,4.1,5
2015,V05,512GA,Cambridge,0,3,18.6
2015,V05,512GC,Glen Burnie,0,4,6
2015,V05,512GD,Loch Raven,0,7,4
2015,V05,512GE,Pocomoke City,0,4,1
2015,V05,512GF,Fort Howard,0,5,7
2015,V05,512GG,Fort Meade,0,5,3
2015,V05,613,"Martinsburg, WV",60,3,9.6
2015,V05,613,Martinsburg VA Medical Center,25,3,9.3
2015,V05,613BU,VADOM Martinsburg,0,,0
2015,V05,613GA,Cumberland,0,5,7
2015,V05,613GB,Hagerstown,0,4,12
2015,V05,613GC,Stephens City,0,3,5
2015,V05,613GD,Franklin,0,1,
2015,V05,613GE,Petersburg,0,1,2
2015,V05,613GF,Harrisonburg,0,2,1
2015,V05,613GG,Fort Detrick,35,3,18
2015,V05,688,"Washington, DC",9,5.2,6
2015,V05,688,Washington VA Medical Center,9,6,7
2015,V05,688DV,Charlotte Hall State Veterans Home,0,,
2015,V05,688GA,Fort Belvoir,0,4.9,4
2015,V05,688GB,Southeast Washington,0,1,1
2015,V05,688GD,Charlotte Hall,0,5,5
2015,V05,688GE,Southern Prince Georges County,0,2,4
2015,V06,517,"Beckley, WV",28,9,10
2015,V06,517,Beckley VAMC,28,9,9.8
2015,V06,517GB,Greenbrier County,0,,
2015,V06,517QA,Princeton,0,9,7.5
2015,V06,558,"Durham, NC",33,8,8
2015,V06,558,Durham VAMC,30,5.9,7
2015,V06,558GA,Greenville,2,10,13
2015,V06,558GB,Raleigh,1,7,6.1
2015,V06,558GC,Morehead City,0,10,5
2015,V06,565,"Fayetteville, NC",123,12,14
2015,V06,565,Fayetteville VAMC,1,0,12
2015,V06,565GA,Jacksonville VA Clinic,23,15,13
2015,V06,565GC,Wilmington,2,10,14
2015,V06,565GD,Hamlet,1,22,0
2015,V06,565GE,Robeson County,0,10,16
2015,V06,565GF,Goldsboro,0,7,2
2015,V06,565GL,Cumberland County,96,11.6,16
2015,V06,565MB,IDES Fort Bragg,0,,13
2015,V06,565MD,IDES Camp Lejeune,0,,7
2015,V06,590,"Hampton, VA",6,7,8
2015,V06,590,Hampton VAMC,6,7,8
2015,V06,590GB,Virginia Beach,0,6,12.3
2015,V06,590GC,Albemarle,0,3,0
2015,V06,590GD,Chesapeake,0,7,0
2015,V06,590MA,IDES Portsmouth,0,,
2015,V06,590MB,IDES Langley,0,,10
2015,V06,590MC,IDES Fort Eustis,0,,20.5
2015,V06,637,"Asheville, NC",26,5,6
2015,V06,637,Charles George VAMC,26,5,6
2015,V06,637GA,Franklin,0,3,4.2
2015,V06,637GB,Rutherford County,0,5,7.2
2015,V06,637GC,Hickory,0,6,5
2015,V06,652,"Richmond, VA",52,4,5
2015,V06,652,Hunter Holmes McGuire Hospital,49,4,5.3
2015,V06,652GA,Fredericksburg,3,3,1.5
2015,V06,652GE,Charlottesville,0,5,4
2015,V06,652GF,Emporia,0,4,0
2015,V06,658,"Salem, VA",5,4,7
2015,V06,658,Salem VAMC,5,4,7.4
2015,V06,658GA,Tazewell,0,1,
2015,V06,658GB,Danville,0,1,0
2015,V06,658GC,Lynchburg,0,5,0
2015,V06,658GD,Staunton,0,3,0
2015,V06,658GE,Wytheville,0,4,0
2015,V06,659,"Salisbury, NC",73,7,8
2015,V06,659,W.G. (Bill) Hefner Salisbury VAMC,73,8,8
2015,V06,659BY,Winston-Salem,0,5,8
2015,V06,659GA,North Charlotte,0,8,9
2015,V07,508,"Atlanta, GA",103,7.2,11
2015,V07,508,Atlanta VA Medical Center,71,8,11.5
2015,V07,508GA,Fort McPherson,0,4.3,4.8
2015,V07,508GE,Oakwood,0,8,4
2015,V07,508GF,Austell,0,4.2,0
2015,V07,508GG,Stockbridge,0,5,5
2015,V07,508GH,Lawrenceville,0,6,10
2015,V07,508GI,Newnan,0,11,5
2015,V07,508GJ,Blairsville,0,5,1
2015,V07,508GK,Trinka Davis Veterans Village,0,9,7
2015,V07,508QF,Atlanta VA Clinic,32,8,10
2015,V07,509,"Augusta, GA",58,7,12
2015,V07,509,Charlie Norwood VA Medical Center,37,,12
2015,V07,509A0,Lenwood (Uptown),21,8,10
2015,V07,509GA,Athens,0,10,6
2015,V07,509GB,Aiken,0,3,2
2015,V07,521,"Birmingham, AL",45,2,10
2015,V07,521,Birmingham VA Medical Center,43,3,10
2015,V07,521GA,Huntsville AL,2,4,7.6
2015,V07,521GB,Decatur AL/Madison,0,,0
2015,V07,521GC,Florence AL (Shoals Area),0,1,2
2015,V07,521GD,Rainbow City,0,0,0
2015,V07,521GE,Anniston/Oxford AL,0,1.6,1
2015,V07,521GF,Jasper AL,0,0,17
2015,V07,521GG,Bessemer,0,1,4
2015,V07,521GH,Childersburg,0,1,0
2015,V07,521GI,Guntersville,0,1,17
2015,V07,534,"Charleston, SC",15,3,8
2015,V07,534,Ralph H Johnsons VA Medical Center,8,3.6,8
2015,V07,534BY,Savannah,3,4,4
2015,V07,534GB,Myrtle Beach,0,4.7,9
2015,V07,534GC,Beaufort,2,2,8
2015,V07,534GD,Goose Creek,2,3,6
2015,V07,534GE,Hinesville,0,3,3
2015,V07,534QC,Charleston,0,,
2015,V07,544,"Columbia, SC",209,6,12
2015,V07,544,Wm. Jennings Bryan Dorn VA Medical Center,71,4,11
2015,V07,544BZ,Greenville SC,138,8,22
2015,V07,544GB,Florence,0,7,14
2015,V07,544GC,Rock Hill,0,2,0
2015,V07,544GD,Anderson,0,15.3,
2015,V07,544GE,Orangeburg,0,2,
2015,V07,544GF,Sumter,0,6,
2015,V07,544GG,Spartanburg,0,7,5
2015,V07,544HK,Columbia VA Mobile Clinic,0,,8
2015,V07,557,"Dublin, GA",61,13,11
2015,V07,557,Carl Vinson VA Medical Center,53,17.1,12
2015,V07,557GA,Macon,0,5,1.8
2015,V07,557GB,Albany,4,11,8
2015,V07,557GC,Milledgeville,1,4,0
2015,V07,557GE,Brunswick,1,6.5,13
2015,V07,557HA,Perry,2,19,12
2015,V07,619,"Central Alabama Veterans HCS, AL",30,5.5,11
2015,V07,619,Central Alabama VAMC - Montgomery,14,5,10
2015,V07,619A4,Central Alabama VAMC - Tuskegee,15,4,12
2015,V07,619GA,Columbus,0,,4
2015,V07,619GB,Dothan 1,1,7,
2015,V07,619GD,Wiregrass,0,5,15.9
2015,V07,619GE,Monroe County,0,0,
2015,V07,619PA,Montgomery PRRTP,0,,
2015,V07,619QB,Fort Benning,0,7,2
2015,V07,679,"Tuscaloosa, AL",7,4,4
2015,V07,679,Tuscaloosa VA Medical Center,7,5,4
2015,V07,679HK,Tuscaloosa VA Mobile Clinic,0,1,
2015,V08,516,"Bay Pines, FL",21,2,5
2015,V08,516,C.W. Bill Young VAMC,1,2,5
2015,V08,516BZ,Lee County,18,2,7
2015,V08,516GA,Sarasota,0,3,1
2015,V08,516GB,St. Petersburg,0,2,3
2015,V08,516GC,Palm Harbor,0,3,1
2015,V08,516GD,Bradenton,0,3,1
2015,V08,516GE,Port Charlotte,2,3,8
2015,V08,516GF,Naples,0,1,1
2015,V08,516GH,Sebring,0,1,6.6
2015,V08,546,"Miami, FL",4,3,3
2015,V08,546,Bruce W Carter VAMC,1,3.6,2
2015,V08,546BZ,William Bill Kling VAOC,3,3,4.5
2015,V08,546GA,Miami,0,1,
2015,V08,546GB,Key West,0,2,1
2015,V08,546GC,Homestead,0,1,1
2015,V08,546GD,Pembroke Pines,0,3,2
2015,V08,546GE,Key Largo,0,2,2
2015,V08,546GF,Hollywood,0,1,1
2015,V08,546GH,Deerfield Beach,0,1,0.7
2015,V08,548,"West Palm Beach, FL",72,2,7
2015,V08,548,West Palm Beach VAMC,72,3,8
2015,V08,548GA,Fort Pierce,0,2,3
2015,V08,548GB,Delray Beach,0,2,3
2015,V08,548GC,Stuart,0,1,2
2015,V08,548GD,Boca Raton,0,1,2
2015,V08,548GE,Vero Beach,0,1,1
2015,V08,548GF,Okeechobee,0,0.4,0
2015,V08,573,"Gainesville, FL",186,6,9
2015,V08,573,Malcolm Randall VAMC,48,5,7
2015,V08,573A4,Lake City VAMC,11,11,5
2015,V08,573BY,Jacksonville 1 VA Clinic,61,7,16
2015,V08,573GA,Valdosta,1,0,6
2015,V08,573GD,Ocala,0,2,5
2015,V08,573GE,Saint Augustine,0,9,6
2015,V08,573GF,Tallahassee,44,9,13
2015,V08,573GG,Lecanto,1,2,3
2015,V08,573GI,The Villages,19,6,4
2015,V08,573GJ,Saint Marys,0,3,7
2015,V08,573GK,Marianna,0,4,14
2015,V08,573GL,Palatka,0,2,7
2015,V08,573GM,Waycross,0,1,8
2015,V08,573GN,Perry,0,8,
2015,V08,573PA,Gainesville PRRTP,0,,
2015,V08,573QJ,Jacksonville 2,1,9,
2015,V08,672,"San Juan, PR",25,2,4
2015,V08,672,San Juan VAMC,25,2,5
2015,V08,672B0,Ponce,0,1,0
2015,V08,672BZ,Mayaguez,0,0,1
2015,V08,672GA,St Croix,0,0,8
2015,V08,672GB,St Thomas,0,4,3
2015,V08,672GC,Arecibo,0,0,0.7
2015,V08,672GD,Ceiba,0,2,1
2015,V08,672GE,Guayama,0,0,0
2015,V08,673,"Tampa, FL",62,2,5
2015,V08,673,James A Haley Veterans Hospital,60,2,4
2015,V08,673BZ,New Port Richey,2,3,8
2015,V08,673GB,Lakeland,0,3,4
2015,V08,673GC,Brooksville,0,2,2
2015,V08,673GF,Zephyrhills,0,2,5
2015,V08,673QK,Tampa 1 VA Mobile Clinic,0,,0
2015,V08,675,"Orlando, FL",59,4,6
2015,V08,675,Orlando VA Medical Center,27,4,6
2015,V08,675BU,Orlando Domiciliary,0,,
2015,V08,675GA,Viera,21,6,10
2015,V08,675GB,William V Chappell Jr VA OPC,2,1,1.9
2015,V08,675GC,Kissimee,0,3,2
2015,V08,675GD,Orange City,1,5.6,1
2015,V08,675GE,Leesburg,0,4,3
2015,V08,675GF,Clermont,0,5,1.9
2015,V08,675GG,Lake Baldwin,8,5,6
2015,V08,675QE,Orlando VA Mobile Clinic,0,,0
2015,V09,581,"Huntington, WV",12,11,8
2015,V09,581,Huntington VAMC,11,15,9
2015,V09,581GA,Prestonsburg,1,11,13
2015,V09,581GB,Charleston,0,4,1
2015,V09,596,"Lexington, KY",13,4.7,8
2015,V09,596,Lexington VAMC- Leestown,0,5,5
2015,V09,596A4,Lexington-Cooper Dr,13,,9
2015,V09,596BU,Lexington Domiciliary,0,,
2015,V09,596GA,Somerset,0,8,8
2015,V09,596GB,Morehead,0,3,15
2015,V09,596GC,Hazard,0,2,22
2015,V09,596GD,Berea,0,2.1,3
2015,V09,603,"Louisville, KY",14,3,5
2015,V09,603,Robley Rex VAMC,14,4,5
2015,V09,603GA,Fort Knox,0,3,6
2015,V09,603GB,New Albany,0,1,0
2015,V09,603GC,Shively,0,4.9,1
2015,V09,603GD,Dupont,0,2,
2015,V09,603GE,Newburg,0,3,2
2015,V09,603GF,Grayson County,0,2,2
2015,V09,603GG,Scott County,0,1.8,1
2015,V09,603GH,Carrollton,0,1,0.2
2015,V09,603MA,IDES Fort Knox,0,,0
2015,V09,603PB,Louisville (SARRTP),0,,
2015,V09,614,"Memphis, TN",33,3,3
2015,V09,614,Memphis VAMC,33,2,3
2015,V09,614GA,Tupelo,0,4,0
2015,V09,614GB,Jonesboro,0,0,0
2015,V09,614GC,Marshall County,0,2,0
2015,V09,614GD,Savannah,0,0,0
2015,V09,614GE,Covington,0,8,1
2015,V09,614GF,Memphis South,0,3,1
2015,V09,614GG,Jackson,0,2,1
2015,V09,614GI,Dyersburg,0,3,0
2015,V09,614GN,Helena,0,1,
2015,V09,621,"Mountain Home, TN",154,6,8
2015,V09,621,James H Quillen VAMC,92,7,8
2015,V09,621BU,VADOM Mountain Home,0,1,
2015,V09,621BY,William C Tallent VA OPC,56,8,14
2015,V09,621GA,Rogersville,3,9,0
2015,V09,621GC,Norton,3,3,0
2015,V09,621GG,Morristown,0,3,1
2015,V09,621GI,Sevierville,0,4,0
2015,V09,621GJ,Bristol,0,8,0
2015,V09,621GK,Campbell County,0,3,0
2015,V09,626,"Middle Tennessee HCS, TN",142,6,6
2015,V09,626,Nashville VAMC,63,10,7
2015,V09,626A4,Alvin C York VAMC,71,2,6
2015,V09,626GA,Dover,0,20,0
2015,V09,626GC,Bowling Green,0,10,15
2015,V09,626GE,Clarksville,2,1,5
2015,V09,626GF,Chattanooga,4,7,3.7
2015,V09,626GG,Tullahoma,1,4,3
2015,V09,626GH,Cookeville,0,1,0
2015,V09,626GJ,Hopkinsville,0,11,0
2015,V09,626GK,McMinnville,0,7,5
2015,V09,626GL,Roane County,0,3,1
2015,V09,626GM,Maury County,1,4,3
2015,V09,626GN,Athens,0,0,6
2015,V09,626MA,IDES Fort Campbell,0,,0
2015,V10,538,"Chillicothe, OH",2,9,8
2015,V10,538,Chillicothe VAMC,2,11,8
2015,V10,538GA,Athens,0,11,2
2015,V10,538GB,Portsmouth,0,2,3
2015,V10,538GC,Marietta,0,6,2
2015,V10,538GD,Lancaster,0,11,11
2015,V10,538GE,Cambridge,0,5,9
2015,V10,539,"Cincinnati, OH",3,3,4
2015,V10,539,Cincinnati VAMC,3,5,5
2015,V10,539A4,Cincinnati VAMC-Fort Thomas,0,,0
2015,V10,539BV,Fort Thomas PRRTP,0,,
2015,V10,539GA,Bellevue,0,2,1
2015,V10,539GB,Clermont County,0,2,3
2015,V10,539GC,Dearborn,0,1.3,1
2015,V10,539GD,Florence,0,2,2
2015,V10,539GE,Hamilton,0,0,0
2015,V10,539GF,Georgetown,0,10,1
2015,V10,541,"Cleveland, OH",4,4,5
2015,V10,541,Louis Stokes Cleveland VAMC,0,10,5
2015,V10,541BY,Canton,0,7,8
2015,V10,541BZ,Youngstown,0,2,2
2015,V10,541GB,Lorain,0,1,1
2015,V10,541GC,Sandusky,1,0,2
2015,V10,541GD,David F Winder VA CBOC,0,0,1
2015,V10,541GE,McCafferty,0,1,1
2015,V10,541GF,Painesville,0,2,4
2015,V10,541GG,Akron,3,2,6
2015,V10,541GH,East Liverpool,0,1,1
2015,V10,541GI,Warren,0,5,10
2015,V10,541GJ,New Philadelphia,0,0,0.9
2015,V10,541GK,Ravenna,0,0,0
2015,V10,541GL,Parma,0,7,6
2015,V10,541GM,Cleveland VA Clinic- Superior,0,,
2015,V10,552,"Dayton, OH",6,2,5
2015,V10,552,Dayton VAMC,1,1,5
2015,V10,552GA,Middletown,0,1,4
2015,V10,552GB,Lima,2,6.1,10
2015,V10,552GC,Richmond,3,3,8
2015,V10,552GD,Springfield,0,0,2.8
2015,V10,757,"Columbus, OH",44,4,13
2015,V10,757,Chalmers P Wylie Veterans OC,42,3,13
2015,V10,757GA,Zanesville,0,6,7
2015,V10,757GB,Grove City,0,2,6
2015,V10,757GC,Marion,1,4,27
2015,V10,757GD,Newark,1,12,13
2015,V11,506,"Ann Arbor, MI",72,6,6.5
2015,V11,506,Ann Arbor VAMC,72,5,6
2015,V11,506GA,Toledo,0,9.1,8
2015,V11,506GB,Flint,0,3,1
2015,V11,506GC,Jackson,0,5,0
2015,V11,515,"Battle Creek, MI",0,2,6
2015,V11,515,Battle Creek VAMC,0,2,5
2015,V11,515BU,Battle Creek Domiciliary,0,,
2015,V11,515BY,Grand Rapids,0,2,7
2015,V11,515GA,Muskegon,0,2,1
2015,V11,515GB,Lansing South,0,2,1
2015,V11,515GC,Benton Harbor,0,1,0
2015,V11,515PA,Battle Creek PRRTP,0,,
2015,V11,550,"Danville, IL",3,4,5
2015,V11,550,Danville VAMC,0,0,5
2015,V11,550BY,Bob Michel VA OPC,3,7,5
2015,V11,550GA,Decatur,0,7,10
2015,V11,550GC,Lafayette,0,3,0
2015,V11,550GD,Springfield,0,4,3
2015,V11,550GF,Charleston,0,6.1,2
2015,V11,553,"Detroit, MI",11,3,5
2015,V11,553,John D Dingell VAMC,11,4,5
2015,V11,553GA,Yale,0,0,0
2015,V11,553GB,Pontiac,0,2,3
2015,V11,583,"Indianapolis, IN",7,3,5
2015,V11,583,Richard L Roudebush VAMC,6,3,5
2015,V11,583GA,Terre Haute,0,0,2.3
2015,V11,583GB,Bloomington,1,1,3.5
2015,V11,583GC,Martinsville,0,0.4,0
2015,V11,610,"Northern Indiana HCS, IN",0,3,5
2015,V11,610,Marion VAMC,0,4,5
2015,V11,610A4,Fort Wayne VAMC,0,4,5
2015,V11,610BU,Marion VADOM,0,,
2015,V11,610GA,South Bend,0,2,0
2015,V11,610GB,Muncie,0,4.7,1
2015,V11,610GC,Goshen,0,1.6,
2015,V11,610GD,Peru,0,6,0
2015,V11,610QA,Fort Wayne VA Clinic,0,,
2015,V11,655,"Saginaw, MI",3,2,8
2015,V11,655,Aleda E Lutz VAMC,3,2,9
2015,V11,655GA,Gaylord,0,1,2
2015,V11,655GB,Traverse City,0,3,5
2015,V11,655GC,Oscoda,0,2,3
2015,V11,655GD,Lt Col Clement Van Wagoner VA Clinic,0,0.4,1
2015,V11,655GE,Clare,0,2,4
