year,county,state,total_pop,vet_pop,vet_percentage,vet_percentage_delta_2019_2021
2019,Lawrence County,Ohio,46614,3483,7.47,
2019,Lawrence County,Pennsylvania,68533,6374,9.3,
2019,Lawrence County,South Dakota,21068,2528,12.0,
2019,Lawrence County,Tennessee,33117,2815,8.5,
2019,Le Flore County,Oklahoma,37799,3691,9.76,
2019,Le Sueur County,Minnesota,21969,1910,8.69,
2019,Lea County,New Mexico,49699,2035,4.09,
2019,Leake County,Mississippi,16829,1512,8.98,
2019,Leavenworth County,Kansas,59845,8874,14.83,
2019,Lebanon County,Pennsylvania,109913,9883,8.99,
2019,Lee County,Alabama,129669,9433,7.27,
2019,Lee County,Florida,636164,54315,8.54,
2019,Lee County,Georgia,22581,1774,7.86,
2019,Lee County,Illinois,27498,1763,6.41,
2019,Lee County,Iowa,26429,2405,9.1,
2019,Lee County,Mississippi,63994,3465,5.41,
2019,Lee County,North Carolina,46462,3455,7.44,
2019,Lee County,Virginia,18829,1006,5.34,
2019,Leelanau County,Michigan,18276,1758,9.62,
2019,Leflore County,Mississippi,20378,722,3.54,
2019,Lehigh County,Pennsylvania,285923,16850,5.89,
2019,Lenawee County,Michigan,77920,5890,7.56,
2019,Lenoir County,North Carolina,43108,3748,8.69,
2019,Leon County,Florida,238538,13056,5.47,
2019,Letcher County,Kentucky,17230,788,4.57,
2019,Levy County,Florida,33384,4933,14.78,
2019,Lewis County,New York,20279,1622,8.0,
2019,Lewis County,Washington,63393,6583,10.38,
2019,Lewis and Clark County,Montana,55569,7159,12.88,
2019,Lexington County,South Carolina,229559,22025,9.59,
2019,Liberty County,Georgia,37982,8177,21.53,
2019,Liberty County,Texas,64323,5581,8.68,
2019,Licking County,Ohio,136445,12074,8.85,
2019,Limestone County,Alabama,76302,6503,8.52,
2019,Limestone County,Texas,20213,2174,10.76,
2019,Lincoln County,Kentucky,18853,1808,9.59,
2019,Lincoln County,Maine,28824,2941,10.2,
2019,Lincoln County,Mississippi,26259,1648,6.28,
2019,Lincoln County,Missouri,43993,3691,8.39,
2019,Lincoln County,Nebraska,26781,2969,11.09,
2019,Lincoln County,North Carolina,67783,7101,10.48,
2019,Lincoln County,Oklahoma,26610,2536,9.53,
2019,Lincoln County,Oregon,41696,4379,10.5,
2019,Lincoln County,South Dakota,43027,2041,4.74,
2019,Lincoln County,Tennessee,26912,2959,11.0,
2019,Lincoln County,West Virginia,16332,567,3.47,
2019,Lincoln County,Wisconsin,22875,1560,6.82,
2019,Lincoln Parish,Louisiana,37301,1871,5.02,
2019,Linn County,Iowa,174369,14575,8.36,
2019,Linn County,Oregon,100752,9012,8.94,
2019,Litchfield County,Connecticut,147883,10128,6.85,
2019,Livingston County,Illinois,27965,2270,8.12,
2019,Livingston County,Michigan,151929,9910,6.52,
2019,Livingston County,New York,51611,3979,7.71,
2019,Livingston Parish,Louisiana,104907,5334,5.08,
2019,Llano County,Texas,19220,2361,12.28,
2019,Logan County,Arkansas,16842,1122,6.66,
2019,Logan County,Colorado,18052,1657,9.18,
2019,Logan County,Illinois,23102,1202,5.2,
2019,Logan County,Kentucky,21035,1101,5.23,
2019,Logan County,Ohio,35514,3211,9.04,
2019,Logan County,Oklahoma,36958,2498,6.76,
2019,Logan County,West Virginia,25444,1207,4.74,
2019,Loíza Municipio,Puerto Rico,null,null,NaN,
2019,Lonoke County,Arkansas,54170,5946,10.98,
2019,Lorain County,Ohio,242057,18713,7.73,
2019,Los Angeles County,California,7887028,243871,3.09,
2019,Loudon County,Tennessee,44190,4422,10.01,
2019,Loudoun County,Virginia,297342,23481,7.9,
2019,Louisa County,Virginia,29782,3503,11.76,
2019,Lowndes County,Georgia,85889,7067,8.23,
2019,Lowndes County,Mississippi,43268,3632,8.39,
2019,Lubbock County,Texas,236792,13255,5.6,
2019,Lucas County,Ohio,330079,20033,6.07,
2019,Lumpkin County,Georgia,26203,1802,6.88,
2019,Luna County,New Mexico,17340,1450,8.36,
2019,Luzerne County,Pennsylvania,254352,21891,8.61,
2019,Lycoming County,Pennsylvania,89956,8837,9.82,
2019,Lynchburg city,Virginia,66218,5086,7.68,
2019,Lyon County,Kansas,26069,1669,6.4,
2019,Lyon County,Minnesota,18920,1191,6.29,
2019,Lyon County,Nevada,45326,5605,12.37,
2019,Macomb County,Michigan,691642,44525,6.44,
2019,Macon County,Illinois,80988,6538,8.07,
2019,Macon County,North Carolina,29497,3257,11.04,
2019,Macon County,Tennessee,19098,1420,7.44,
2019,Macoupin County,Illinois,35415,3166,8.94,
2019,Madera County,California,113676,6095,5.36,
2019,Madison County,Alabama,290690,34713,11.94,
2019,Madison County,Georgia,22960,1345,5.86,
2019,Madison County,Idaho,null,null,NaN,
2019,Madison County,Illinois,205424,18116,8.82,
2019,Madison County,Indiana,101376,8366,8.25,
2019,Madison County,Kentucky,73695,4734,6.42,
2019,Madison County,Mississippi,79970,3111,3.89,
2019,Madison County,Nebraska,26132,2064,7.9,
2019,Madison County,New York,57218,3629,6.34,
2019,Madison County,North Carolina,17820,1665,9.34,
2019,Madison County,Ohio,36114,2502,6.93,
2019,Madison County,Tennessee,75866,4891,6.45,
2019,Mahaska County,Iowa,17011,853,5.01,
2019,Mahoning County,Ohio,182766,13803,7.55,
2019,Malheur County,Oregon,22937,1682,7.33,
2019,Manassas city,Virginia,28701,1276,4.45,
2019,Manatee County,Florida,330630,31560,9.55,
2019,Manatí Municipio,Puerto Rico,30445,978,3.21,
2019,Manistee County,Michigan,20393,2040,10.0,
2019,Manitowoc County,Wisconsin,62704,5787,9.23,
2019,Marathon County,Wisconsin,104542,8665,8.29,
2019,Marengo County,Alabama,null,null,NaN,
2019,Maricopa County,Arizona,3426639,251329,7.33,
2019,Marin County,California,207218,9282,4.48,
2019,Marinette County,Wisconsin,33250,3313,9.96,
2019,Marion County,Alabama,23652,1711,7.23,
2019,Marion County,Florida,298076,36545,12.26,
2019,Marion County,Illinois,28520,2552,8.95,
2019,Marion County,Indiana,727528,44042,6.05,
2019,Marion County,Iowa,25796,2353,9.12,
2019,Marion County,Mississippi,20057,929,4.63,
2019,Marion County,Missouri,21939,1310,5.97,
2019,Marion County,Ohio,51373,3958,7.7,
2019,Marion County,Oregon,262572,17366,6.61,
2019,Marion County,South Carolina,23752,1166,4.91,
2019,Marion County,Tennessee,22577,1828,8.1,
2019,Marion County,West Virginia,44753,4314,9.64,
2019,Mariposa County,California,19078,1240,6.5,
2019,Marlboro County,South Carolina,22197,1635,7.37,
2019,Marquette County,Michigan,54345,4913,9.04,
2019,Marshall County,Alabama,72439,5452,7.53,
2019,Marshall County,Indiana,34182,2560,7.49,
2019,Marshall County,Iowa,29419,2635,8.96,
2019,Marshall County,Kentucky,24755,2056,8.31,
2019,Marshall County,Mississippi,28550,1638,5.74,
2019,Marshall County,Tennessee,25831,2276,8.81,
2019,Marshall County,West Virginia,24696,2041,8.26,
2019,Martin County,Florida,134814,14768,10.95,
2019,Martin County,Minnesota,15328,1496,9.76,
2019,Martin County,North Carolina,17228,1524,8.85,
2019,Mason County,Michigan,23262,2091,8.99,
2019,Mason County,Washington,53198,6960,13.08,
2019,Mason County,West Virginia,21591,1442,6.68,
2019,Matagorda County,Texas,27274,2706,9.92,
2019,Matanuska-Susitna Borough,Alaska,78992,11108,14.06,
2019,Maui County,Hawaii,130856,6854,5.24,
2019,Maury County,Tennessee,73995,5415,7.32,
2019,Maverick County,Texas,40494,625,1.54,
2019,Mayagüez Municipio,Puerto Rico,59649,1267,2.12,
2019,Mayes County,Oklahoma,31377,3359,10.71,
2019,McClain County,Oklahoma,29750,2281,7.67,
2019,McCracken County,Kentucky,50619,3710,7.33,
2019,McCurtain County,Oklahoma,24564,2161,8.8,
2019,McDonald County,Missouri,16216,2095,12.92,
2019,McDonough County,Illinois,24500,1930,7.88,
2019,McDowell County,North Carolina,37003,3109,8.4,
2019,McDuffie County,Georgia,16267,1058,6.5,
2019,McHenry County,Illinois,236348,12171,5.15,
2019,McIntosh County,Oklahoma,15861,1898,11.97,
2019,McKean County,Pennsylvania,32799,2623,8.0,
2019,McKinley County,New Mexico,51282,3239,6.32,
2019,McLean County,Illinois,134824,8689,6.44,
2019,McLennan County,Texas,193504,12695,6.56,
2019,McLeod County,Minnesota,27689,2074,7.49,
2019,McMinn County,Tennessee,42388,4166,9.83,
2019,McNairy County,Tennessee,20096,1693,8.42,
2019,McPherson County,Kansas,22352,1004,4.49,
2019,Meade County,Kentucky,21902,3482,15.9,
2019,Meade County,South Dakota,21556,3611,16.75,
2019,Mecklenburg County,North Carolina,851855,46460,5.45,
2019,Mecklenburg County,Virginia,24810,2466,9.94,
2019,Mecosta County,Michigan,35156,3127,8.89,
2019,Medina County,Ohio,139981,9710,6.94,
2019,Medina County,Texas,39233,4777,12.18,
2019,Meeker County,Minnesota,17599,980,5.57,
2019,Meigs County,Ohio,18083,1394,7.71,
2019,Mendocino County,California,68389,5468,8.0,
2019,Menominee County,Michigan,18860,2119,11.24,
2019,Merced County,California,196535,9131,4.65,
2019,Mercer County,Kentucky,18395,991,5.39,
2019,Mercer County,New Jersey,288885,11837,4.1,
2019,Mercer County,Ohio,30926,2223,7.19,
2019,Mercer County,Pennsylvania,88475,7239,8.18,
2019,Mercer County,West Virginia,46526,3778,8.12,
2019,Meriwether County,Georgia,15096,1069,7.08,
2019,Merrimack County,New Hampshire,122212,10216,8.36,
2019,Mesa County,Colorado,121438,9779,8.05,
2019,Miami County,Indiana,28070,3323,11.84,
2019,Miami County,Kansas,25352,1742,6.87,
2019,Miami County,Ohio,81843,8578,10.48,
2019,Miami-Dade County,Florida,2165187,44665,2.06,
2019,Middlesex County,Connecticut,133829,9510,7.11,
2019,Middlesex County,Massachusetts,1295531,51154,3.95,
2019,Middlesex County,New Jersey,646567,23662,3.66,
2019,Midland County,Michigan,65013,4555,7.01,
2019,Midland County,Texas,125326,8136,6.49,
2019,Mifflin County,Pennsylvania,35842,3143,8.77,
2019,Milam County,Texas,18925,1847,9.76,
2019,Mille Lacs County,Minnesota,20127,2088,10.37,
2019,Miller County,Arkansas,33401,3046,9.12,
2019,Miller County,Missouri,19614,2619,13.35,
2019,Milwaukee County,Wisconsin,720268,36702,5.1,
2019,Mineral County,West Virginia,21807,1237,5.67,
2019,Mingo County,West Virginia,18636,1407,7.55,
2019,Minidoka County,Idaho,15342,1023,6.67,
2019,Minnehaha County,South Dakota,144055,10700,7.43,
2019,Mississippi County,Arkansas,30354,2303,7.59,
2019,Missoula County,Montana,96826,6516,6.73,
2019,Mitchell County,Georgia,16859,1626,9.64,
2019,Mobile County,Alabama,316243,29001,9.17,
2019,Moca Municipio,Puerto Rico,null,null,NaN,
2019,Mohave County,Arizona,176239,24168,13.71,
2019,Monmouth County,New Jersey,488632,23165,4.74,
2019,Monongalia County,West Virginia,88264,5772,6.54,
2019,Monroe County,Alabama,16880,907,5.37,
2019,Monroe County,Florida,62137,5784,9.31,
2019,Monroe County,Georgia,21413,2224,10.39,
2019,Monroe County,Illinois,26803,2151,8.03,
2019,Monroe County,Indiana,125113,5799,4.64,
2019,Monroe County,Michigan,118898,9471,7.97,
2019,Monroe County,Mississippi,27316,1535,5.62,
2019,Monroe County,New York,588708,31572,5.36,
2019,Monroe County,Pennsylvania,136789,10037,7.34,
2019,Monroe County,Tennessee,36087,2761,7.65,
2019,Monroe County,Wisconsin,34524,4056,11.75,
2019,Montcalm County,Michigan,49640,3456,6.96,
2019,Monterey County,California,315330,14807,4.7,
2019,Montezuma County,Colorado,21293,2651,12.45,
2019,Montgomery County,Alabama,170574,16738,9.81,
2019,Montgomery County,Illinois,22676,2301,10.15,
2019,Montgomery County,Indiana,29373,2391,8.14,
2019,Montgomery County,Kansas,24326,1752,7.2,
2019,Montgomery County,Kentucky,21071,1967,9.34,
2019,Montgomery County,Maryland,804686,36264,4.51,
2019,Montgomery County,New York,38161,2250,5.9,
2019,Montgomery County,North Carolina,21534,1709,7.94,
2019,Montgomery County,Ohio,413420,33566,8.12,
2019,Montgomery County,Pennsylvania,651762,36539,5.61,
2019,Montgomery County,Tennessee,139776,26911,19.25,
2019,Montgomery County,Texas,448840,30991,6.9,
2019,Montgomery County,Virginia,84136,4456,5.3,
2019,Montrose County,Colorado,33345,3198,9.59,
2019,Moore County,North Carolina,75547,9443,12.5,
2019,Moore County,Texas,null,null,NaN,
2019,Morehouse Parish,Louisiana,18795,1002,5.33,
2019,Morgan County,Alabama,92697,6378,6.88,
2019,Morgan County,Colorado,21461,869,4.05,
2019,Morgan County,Illinois,27535,2320,8.43,
2019,Morgan County,Indiana,54680,4628,8.46,
2019,Morgan County,Missouri,17828,1323,7.42,
2019,Morgan County,Tennessee,17079,1144,6.7,
2019,Morovis Municipio,Puerto Rico,null,null,NaN,
2019,Morris County,New Jersey,389313,14407,3.7,
2019,Morrison County,Minnesota,25641,2500,9.75,
2019,Morrow County,Ohio,27509,2501,9.09,
2019,Morton County,North Dakota,23961,1714,7.15,
2019,Mower County,Minnesota,29791,2703,9.07,
2019,Muhlenberg County,Kentucky,24386,1618,6.63,
2019,Multnomah County,Oregon,663009,34447,5.2,
2019,Murray County,Georgia,30293,1047,3.46,
2019,Muscatine County,Iowa,32110,2135,6.65,
2019,Muscogee County,Georgia,140458,18235,12.98,
2019,Muskegon County,Michigan,134118,11880,8.86,
2019,Muskingum County,Ohio,67480,5957,8.83,
2019,Muskogee County,Oklahoma,51393,4611,8.97,
2019,Nacogdoches County,Texas,50204,3775,7.52,
2019,Naguabo Municipio,Puerto Rico,null,null,NaN,
2019,Napa County,California,109701,5921,5.4,
2019,Naranjito Municipio,Puerto Rico,22711,1052,4.63,
2019,Nash County,North Carolina,73766,5845,7.92,
2019,Nassau County,Florida,70153,9457,13.48,
2019,Nassau County,New York,1065792,40767,3.83,
2019,Natchitoches Parish,Louisiana,32035,3142,9.81,
2019,Natrona County,Wyoming,60502,4189,6.92,
2019,Navajo County,Arizona,81697,6446,7.89,
2019,Navarro County,Texas,36856,2255,6.12,
2019,Nelson County,Kentucky,35537,3400,9.57,
2019,Neshoba County,Mississippi,22477,1639,7.29,
2019,Nevada County,California,82924,7444,8.98,
2019,New Castle County,Delaware,437857,30653,7.0,
2019,New Hanover County,North Carolina,190384,15267,8.02,
2019,New Haven County,Connecticut,683787,34994,5.12,
2019,New Kent County,Virginia,18722,2235,11.94,
2019,New London County,Connecticut,206722,22884,11.07,
2019,New York County,New York,1396525,25560,1.83,
2019,Newaygo County,Michigan,38163,3658,9.59,
2019,Newberry County,South Carolina,30009,1534,5.11,
2019,Newport County,Rhode Island,66663,6493,9.74,
2019,Newport News city,Virginia,128548,18087,14.07,
2019,Newton County,Georgia,82881,5935,7.16,
2019,Newton County,Mississippi,16524,1409,8.53,
2019,Newton County,Missouri,44340,3494,7.88,
2019,Nez Perce County,Idaho,31978,3117,9.75,
2019,Niagara County,New York,167114,12935,7.74,
2019,Nicholas County,West Virginia,19608,1953,9.96,
2019,Nicollet County,Minnesota,26116,1562,5.98,
2019,Noble County,Indiana,36096,3389,9.39,
2019,Nobles County,Minnesota,15671,694,4.43,
2019,Nodaway County,Missouri,18708,1016,5.43,
2019,Norfolk County,Massachusetts,559568,26171,4.68,
2019,Norfolk city,Virginia,167831,23672,14.1,
2019,Northampton County,North Carolina,14932,425,2.85,
2019,Northampton County,Pennsylvania,245255,17306,7.06,
2019,Northumberland County,Pennsylvania,73093,6097,8.34,
2019,Nueces County,Texas,271956,22951,8.44,
2019,Nye County,Nevada,39229,7805,19.9,
2019,Oakland County,Michigan,996778,51189,5.14,
2019,Obion County,Tennessee,23491,1843,7.85,
2019,Ocean County,New Jersey,459236,31446,6.85,
2019,Oceana County,Michigan,20342,1780,8.75,
2019,Oconee County,Georgia,29415,1676,5.7,
2019,Oconee County,South Carolina,63200,5045,7.98,
2019,Oconto County,Wisconsin,30302,2620,8.65,
2019,Ogemaw County,Michigan,17255,1665,9.65,
2019,Ogle County,Illinois,39217,2942,7.5,
2019,Ohio County,Kentucky,18751,1651,8.8,
2019,Ohio County,West Virginia,33475,3056,9.13,
2019,Okaloosa County,Florida,153177,29330,19.15,
2019,Okanogan County,Washington,32355,3561,11.01,
2019,Okeechobee County,Florida,34368,3145,9.15,
2019,Oklahoma County,Oklahoma,589144,49846,8.46,
2019,Okmulgee County,Oklahoma,29353,2413,8.22,
2019,Oktibbeha County,Mississippi,40337,2041,5.06,
2019,Oldham County,Kentucky,50316,3941,7.83,
2019,Olmsted County,Minnesota,119602,7624,6.37,
2019,Oneida County,New York,179892,12423,6.91,
2019,Oneida County,Wisconsin,29874,2735,9.16,
2019,Onondaga County,New York,362647,25091,6.92,
2019,Onslow County,North Carolina,116710,24893,21.33,
2019,Ontario County,New York,87919,6019,6.85,
2019,Orange County,California,2484014,97495,3.92,
2019,Orange County,Florida,1086417,57707,5.31,
2019,Orange County,New York,283183,17433,6.16,
2019,Orange County,North Carolina,119821,5558,4.64,
2019,Orange County,Texas,62743,4629,7.38,
2019,Orange County,Vermont,23421,2076,8.86,
2019,Orange County,Virginia,29097,3213,11.04,
2019,Orangeburg County,South Carolina,66953,4590,6.86,
2019,Orleans County,New York,32855,2479,7.55,
2019,Orleans County,Vermont,21962,1875,8.54,
2019,Orleans Parish,Louisiana,311887,14574,4.67,
2019,Orocovis Municipio,Puerto Rico,null,null,NaN,
2019,Osage County,Oklahoma,36910,3343,9.06,
2019,Osceola County,Florida,285152,17590,6.17,
2019,Osceola County,Michigan,18129,1509,8.32,
2019,Oswego County,New York,92288,7976,8.64,
2019,Otero County,Colorado,16277,1651,10.14,
2019,Otero County,New Mexico,47877,6566,13.71,
2019,Otsego County,Michigan,19266,1792,9.3,
2019,Otsego County,New York,49467,3937,7.96,
2019,Ottawa County,Michigan,222493,11421,5.13,
2019,Ottawa County,Ohio,33512,2945,8.79,
2019,Ottawa County,Oklahoma,23506,2071,8.81,
2019,Otter Tail County,Minnesota,46082,3491,7.58,
2019,Ouachita County,Arkansas,18168,1448,7.97,
2019,Ouachita Parish,Louisiana,115158,7435,6.46,
2019,Outagamie County,Wisconsin,143794,10135,7.05,
2019,Overton County,Tennessee,17380,1071,6.16,
2019,Owen County,Indiana,16093,1422,8.84,
2019,Oxford County,Maine,47378,5613,11.85,
2019,Ozaukee County,Wisconsin,70270,3787,5.39,
2019,Pacific County,Washington,19008,2874,15.12,
2019,Page County,Virginia,19427,2301,11.84,
2019,Palm Beach County,Florida,1212253,75683,6.24,
2019,Palo Pinto County,Texas,22533,1970,8.74,
2019,Panola County,Mississippi,25720,1356,5.27,
2019,Panola County,Texas,17122,1044,6.1,
2019,Park County,Wyoming,23245,2223,9.56,
2019,Parker County,Texas,106370,8927,8.39,
2019,Pasco County,Florida,440888,46470,10.54,
2019,Pasquotank County,North Carolina,30389,3981,13.1,
2019,Passaic County,New Jersey,382808,10942,2.86,
2019,Paulding County,Georgia,124640,10794,8.66,
2019,Payette County,Idaho,18844,2753,14.61,
2019,Payne County,Oklahoma,66142,3230,4.88,
2019,Peach County,Georgia,22089,1089,4.93,
2019,Pearl River County,Mississippi,43157,2362,5.47,
2019,Pecos County,Texas,null,null,NaN,
2019,Pender County,North Carolina,48760,6090,12.49,
2019,Pennington County,South Dakota,87070,11612,13.34,
2019,Penobscot County,Maine,124598,11308,9.08,
2019,Peñuelas Municipio,Puerto Rico,15587,1091,7.0,
2019,Peoria County,Illinois,136832,9102,6.65,
2019,Perry County,Illinois,17219,1412,8.2,
2019,Perry County,Kentucky,20049,843,4.2,
2019,Perry County,Ohio,27556,2343,8.5,
2019,Perry County,Pennsylvania,36462,3300,9.05,
2019,Person County,North Carolina,30929,2154,6.96,
2019,Petersburg city,Virginia,24408,2441,10.0,
2019,Pettis County,Missouri,31440,3354,10.67,
2019,Phelps County,Missouri,35887,3486,9.71,
2019,Philadelphia County,Pennsylvania,1240893,55265,4.45,
2019,Pickaway County,Ohio,46958,3946,8.4,
2019,Pickens County,Alabama,17088,1132,6.62,
2019,Pickens County,Georgia,25952,2118,8.16,
2019,Pickens County,South Carolina,103178,6630,6.43,
2019,Pierce County,Washington,676123,87432,12.93,
2019,Pierce County,Wisconsin,34201,2212,6.47,
2019,Pike County,Alabama,26655,1657,6.22,
2019,Pike County,Kentucky,46132,3105,6.73,
2019,Pike County,Mississippi,29148,2070,7.1,
2019,Pike County,Ohio,21379,2539,11.88,
2019,Pike County,Pennsylvania,45705,5233,11.45,
2019,Pima County,Arizona,823922,78841,9.57,
2019,Pinal County,Arizona,359765,37314,10.37,
2019,Pine County,Minnesota,23566,2529,10.73,
2019,Pinellas County,Florida,817974,79723,9.75,
2019,Pitt County,North Carolina,141705,11746,8.29,
2019,Pittsburg County,Oklahoma,33910,3845,11.34,
2019,Pittsylvania County,Virginia,49584,4492,9.06,
2019,Placer County,California,309021,25723,8.32,
2019,Plaquemines Parish,Louisiana,16511,736,4.46,
2019,Platte County,Missouri,79322,7022,8.85,
2019,Platte County,Nebraska,24402,1550,6.35,
2019,Plymouth County,Iowa,18764,2022,10.78,
2019,Plymouth County,Massachusetts,410380,27227,6.63,
2019,Poinsett County,Arkansas,17910,1293,7.22,
2019,Pointe Coupee Parish,Louisiana,17608,1174,6.67,
2019,Polk County,Arkansas,15375,1302,8.47,
2019,Polk County,Florida,565638,51210,9.05,
2019,Polk County,Georgia,31867,1779,5.58,
2019,Polk County,Iowa,368625,25373,6.88,
2019,Polk County,Minnesota,23609,1554,6.58,
2019,Polk County,Missouri,24856,1485,5.97,
2019,Polk County,North Carolina,17834,1364,7.65,
2019,Polk County,Oregon,66546,4832,7.26,
2019,Polk County,Texas,41148,4474,10.87,
2019,Polk County,Wisconsin,34619,3051,8.81,
2019,Ponce Municipio,Puerto Rico,107360,2405,2.24,
2019,Pontotoc County,Mississippi,23708,2706,11.41,
2019,Pontotoc County,Oklahoma,29444,2210,7.51,
2019,Pope County,Arkansas,49562,3316,6.69,
2019,Portage County,Ohio,132728,8771,6.61,
2019,Portage County,Wisconsin,57504,3557,6.19,
2019,Porter County,Indiana,133249,9593,7.2,
2019,Portsmouth city,Virginia,69303,7831,11.3,
2019,Posey County,Indiana,19900,2355,11.83,
2019,Pottawatomie County,Kansas,16926,1486,8.78,
2019,Pottawatomie County,Oklahoma,55375,4738,8.56,
2019,Pottawattamie County,Iowa,71551,6351,8.88,
2019,Potter County,Texas,84998,5982,7.04,
2019,Powhatan County,Virginia,23214,1670,7.19,
2019,Preble County,Ohio,31986,3010,9.41,
2019,Prentiss County,Mississippi,19015,611,3.21,
2019,Preston County,West Virginia,27045,2375,8.78,
2019,Prince Edward County,Virginia,20121,1299,6.46,
2019,Prince George County,Virginia,26273,2570,9.78,
2019,Prince George's County,Maryland,704843,50604,7.18,
2019,Prince William County,Virginia,337668,42790,12.67,
2019,Providence County,Rhode Island,507276,22854,4.51,
2019,Pueblo County,Colorado,130607,14150,10.83,
2019,Pulaski County,Arkansas,297893,27716,9.3,
2019,Pulaski County,Kentucky,50281,3394,6.75,
2019,Pulaski County,Missouri,32346,4026,12.45,
2019,Pulaski County,Virginia,28087,2722,9.69,
2019,Putnam County,Florida,58723,7095,12.08,
2019,Putnam County,Georgia,17832,2146,12.03,
2019,Putnam County,Indiana,30311,2862,9.44,
2019,Putnam County,New York,79500,2686,3.38,
2019,Putnam County,Ohio,25393,1557,6.13,
2019,Putnam County,Tennessee,63873,4843,7.58,
2019,Putnam County,West Virginia,43418,3182,7.33,
2019,Quebradillas Municipio,Puerto Rico,null,null,NaN,
2019,Queen Anne's County,Maryland,39619,3565,9.0,
2019,Queens County,New York,1801941,42057,2.33,
2019,Racine County,Wisconsin,150973,12088,8.01,
2019,Raleigh County,West Virginia,58277,4736,8.13,
2019,Ramsey County,Minnesota,422208,21883,5.18,
2019,Randall County,Texas,104520,10141,9.7,
2019,Randolph County,Alabama,17986,1223,6.8,
2019,Randolph County,Illinois,25295,2285,9.03,
2019,Randolph County,Indiana,18972,1872,9.87,
2019,Randolph County,Missouri,19289,2204,11.43,
2019,Randolph County,North Carolina,111570,9429,8.45,
2019,Randolph County,West Virginia,23266,1953,8.39,
2019,Rankin County,Mississippi,119455,10105,8.46,
2019,Rapides Parish,Louisiana,96995,9396,9.69,
2019,Ravalli County,Montana,35741,4429,12.39,
2019,Ray County,Missouri,18076,1390,7.69,
2019,Reno County,Kansas,48474,4544,9.37,
2019,Rensselaer County,New York,127639,8950,7.01,
2019,Rhea County,Tennessee,25019,1909,7.63,
2019,Rice County,Minnesota,52305,4472,8.55,
2019,Richland County,Ohio,94709,8557,9.04,
2019,Richland County,South Carolina,313780,26017,8.29,
2019,Richland Parish,Louisiana,15337,520,3.39,
2019,Richmond County,Georgia,148935,17111,11.49,
2019,Richmond County,New York,372081,11934,3.21,
2019,Richmond County,North Carolina,34464,2607,7.56,
2019,Richmond city,Virginia,190769,10136,5.31,
2019,Riley County,Kansas,56131,4137,7.37,
2019,Rio Arriba County,New Mexico,30348,2730,9.0,
2019,Río Grande Municipio,Puerto Rico,null,null,NaN,
2019,Ripley County,Indiana,21729,2460,11.32,
2019,Riverside County,California,1851032,117595,6.35,
2019,Roane County,Tennessee,42978,6451,15.01,
2019,Roanoke County,Virginia,75428,6457,8.56,
2019,Roanoke city,Virginia,77449,6519,8.42,
2019,Robertson County,Tennessee,54954,4587,8.35,
2019,Robertson County,Texas,15260,677,4.44,
2019,Robeson County,North Carolina,98584,6591,6.69,
2019,Rock County,Wisconsin,125953,9797,7.78,
2019,Rock Island County,Illinois,109946,8441,7.68,
2019,Rockbridge County,Virginia,18802,1856,9.87,
2019,Rockdale County,Georgia,68933,6574,9.54,
2019,Rockingham County,New Hampshire,249493,21404,8.58,
2019,Rockingham County,North Carolina,72656,4044,5.57,
2019,Rockingham County,Virginia,64056,4834,7.55,
2019,Rockland County,New York,233099,9006,3.86,
2019,Rockwall County,Texas,76974,6554,8.51,
2019,Rogers County,Oklahoma,71061,7769,10.93,
2019,Roscommon County,Michigan,20671,2700,13.06,
2019,Ross County,Ohio,60114,6284,10.45,
2019,Routt County,Colorado,20290,971,4.79,
2019,Rowan County,Kentucky,20523,1101,5.36,
2019,Rowan County,North Carolina,110677,10053,9.08,
2019,Rusk County,Texas,42382,2970,7.01,
2019,Russell County,Alabama,42359,5694,13.44,
2019,Russell County,Kentucky,16699,1523,9.12,
2019,Russell County,Virginia,21952,2088,9.51,
2019,Rutherford County,North Carolina,53535,5230,9.77,
2019,Rutherford County,Tennessee,250461,17209,6.87,
2019,Rutland County,Vermont,47983,3051,6.36,
2019,Sabine Parish,Louisiana,18517,1357,7.33,
2019,Sacramento County,California,1187716,74066,6.24,
2019,Sagadahoc County,Maine,29070,3787,13.03,
2019,Saginaw County,Michigan,149812,10440,6.97,
2019,Salem County,New Jersey,49206,4445,9.03,
2019,Salem city,Virginia,19765,1842,9.32,
2019,Salinas Municipio,Puerto Rico,null,null,NaN,
2019,Saline County,Arkansas,93986,7774,8.27,
2019,Saline County,Illinois,18465,1579,8.55,
2019,Saline County,Kansas,41999,4486,10.68,
2019,Saline County,Missouri,17629,934,5.3,
2019,Salt Lake County,Utah,850326,35925,4.22,
2019,Saluda County,South Carolina,16669,1227,7.36,
2019,Sampson County,North Carolina,48052,4039,8.41,
2019,San Benito County,California,47418,2870,6.05,
2019,San Bernardino County,California,1597471,86354,5.41,
2019,San Diego County,California,2542257,201867,7.94,
2019,San Francisco County,California,763137,20731,2.72,
2019,San Germán Municipio,Puerto Rico,24335,1067,4.38,
2019,San Jacinto County,Texas,23449,1508,6.43,
2019,San Joaquin County,California,558269,25650,4.59,
2019,San Juan County,New Mexico,91592,6240,6.81,
2019,San Juan Municipio,Puerto Rico,264736,6582,2.49,
2019,San Lorenzo Municipio,Puerto Rico,null,null,NaN,
