year,county,state,total_pop,vet_pop,vet_percentage,vet_percentage_delta_2019_2021
2016,Plymouth County,Iowa,18819,1507,8.01,
2016,Plymouth County,Massachusetts,400881,30005,7.48,
2016,Poinsett County,Arkansas,18280,1073,5.87,
2016,Pointe Coupee Parish,Louisiana,16978,961,5.66,
2016,Polk County,Arkansas,16605,2027,12.21,
2016,Polk County,Florida,515932,46173,8.95,
2016,Polk County,Georgia,31047,3784,12.19,
2016,Polk County,Iowa,354409,23491,6.63,
2016,Polk County,Minnesota,23652,2025,8.56,
2016,Polk County,Missouri,24062,2253,9.36,
2016,Polk County,North Carolina,17872,1599,8.95,
2016,Polk County,Oregon,63376,6018,9.5,
2016,Polk County,Texas,38311,4652,12.14,
2016,Polk County,Wisconsin,34157,3248,9.51,
2016,Ponce Municipio,Puerto Rico,114578,5717,4.99,
2016,Pontotoc County,Mississippi,23146,1606,6.94,
2016,Pontotoc County,Oklahoma,29228,1692,5.79,
2016,Pope County,Arkansas,48956,4179,8.54,
2016,Portage County,Ohio,131346,10161,7.74,
2016,Portage County,Wisconsin,56874,3811,6.7,
2016,Porter County,Indiana,129875,10521,8.1,
2016,Portsmouth city,Virginia,69137,11139,16.11,
2016,Posey County,Indiana,19491,2042,10.48,
2016,Pottawatomie County,Kansas,16355,1294,7.91,
2016,Pottawatomie County,Oklahoma,54804,5786,10.56,
2016,Pottawattamie County,Iowa,71828,6763,9.42,
2016,Potter County,Texas,87657,5279,6.02,
2016,Powhatan County,Virginia,22220,2140,9.63,
2016,Preble County,Ohio,31502,3144,9.98,
2016,Prentiss County,Mississippi,20044,1918,9.57,
2016,Preston County,West Virginia,27232,1938,7.12,
2016,Prince Edward County,Virginia,19977,1629,8.15,
2016,Prince George County,Virginia,27087,5019,18.53,
2016,Prince George's County,Maryland,701625,56209,8.01,
2016,Prince William County,Virginia,324089,38689,11.94,
2016,Providence County,Rhode Island,501883,25822,5.15,
2016,Pueblo County,Colorado,127043,13650,10.74,
2016,Pulaski County,Arkansas,298291,25823,8.66,
2016,Pulaski County,Kentucky,49644,3998,8.05,
2016,Pulaski County,Missouri,26817,5690,21.22,
2016,Pulaski County,Virginia,28252,2096,7.42,
2016,Putnam County,Florida,56655,7795,13.76,
2016,Putnam County,Georgia,17915,1715,9.57,
2016,Putnam County,Indiana,30194,2296,7.6,
2016,Putnam County,New York,78650,3910,4.97,
2016,Putnam County,Ohio,25354,1961,7.73,
2016,Putnam County,Tennessee,59660,3616,6.06,
2016,Putnam County,West Virginia,43546,4020,9.23,
2016,Quebradillas Municipio,Puerto Rico,19582,472,2.41,
2016,Queen Anne's County,Maryland,38445,3293,8.57,
2016,Queens County,New York,1855473,46597,2.51,
2016,Racine County,Wisconsin,149433,11309,7.57,
2016,Raleigh County,West Virginia,60426,7465,12.35,
2016,Ramsey County,Minnesota,413911,21307,5.15,
2016,Randall County,Texas,100245,9541,9.52,
2016,Randolph County,Alabama,17237,1320,7.66,
2016,Randolph County,Illinois,26659,2304,8.64,
2016,Randolph County,Indiana,19509,1537,7.88,
2016,Randolph County,Missouri,19547,1212,6.2,
2016,Randolph County,North Carolina,110398,8856,8.02,
2016,Randolph County,West Virginia,23468,2277,9.7,
2016,Rankin County,Mississippi,114164,6586,5.77,
2016,Rapides Parish,Louisiana,98373,9188,9.34,
2016,Ravalli County,Montana,33884,5170,15.26,
2016,Ray County,Missouri,17739,1931,10.89,
2016,Reno County,Kansas,48660,3840,7.89,
2016,Rensselaer County,New York,127768,8697,6.81,
2016,Rhea County,Tennessee,25270,2447,9.68,
2016,Rice County,Minnesota,51537,3536,6.86,
2016,Richland County,Ohio,94665,9575,10.11,
2016,Richland County,South Carolina,308582,32392,10.5,
2016,Richland Parish,Louisiana,14859,1197,8.06,
2016,Richmond County,Georgia,148969,20371,13.67,
2016,Richmond County,New York,370827,16406,4.42,
2016,Richmond County,North Carolina,34648,3027,8.74,
2016,Richmond city,Virginia,182107,11383,6.25,
2016,Riley County,Kansas,56232,4967,8.83,
2016,Rio Arriba County,New Mexico,30178,1991,6.6,
2016,Río Grande Municipio,Puerto Rico,40778,955,2.34,
2016,Ripley County,Indiana,22205,2414,10.87,
2016,Riverside County,California,1769964,126328,7.14,
2016,Roane County,Tennessee,42855,5613,13.1,
2016,Roanoke County,Virginia,74863,6226,8.32,
2016,Roanoke city,Virginia,77385,6555,8.47,
2016,Robertson County,Tennessee,52193,4305,8.25,
2016,Robeson County,North Carolina,98943,6790,6.86,
2016,Rock County,Wisconsin,123378,10542,8.54,
2016,Rock Island County,Illinois,112482,8643,7.68,
2016,Rockbridge County,Virginia,18052,1295,7.17,
2016,Rockdale County,Georgia,66679,6609,9.91,
2016,Rockingham County,New Hampshire,241970,21561,8.91,
2016,Rockingham County,North Carolina,72295,4716,6.52,
2016,Rockingham County,Virginia,62084,4696,7.56,
2016,Rockland County,New York,236052,7826,3.32,
2016,Rockwall County,Texas,68189,4746,6.96,
2016,Rogers County,Oklahoma,69678,7021,10.08,
2016,Roscommon County,Michigan,19821,2330,11.76,
2016,Ross County,Ohio,60565,5399,8.91,
2016,Routt County,Colorado,19109,1264,6.61,
2016,Rowan County,Kentucky,19698,1189,6.04,
2016,Rowan County,North Carolina,108409,9075,8.37,
2016,Rusk County,Texas,40427,2736,6.77,
2016,Russell County,Alabama,41677,5068,12.16,
2016,Russell County,Virginia,22970,1412,6.15,
2016,Rutherford County,North Carolina,52909,4233,8.0,
2016,Rutherford County,Tennessee,231076,18469,7.99,
2016,Rutland County,Vermont,48848,3513,7.19,
2016,Sabana Grande Municipio,Puerto Rico,18855,381,2.02,
2016,Sabine Parish,Louisiana,18129,1854,10.23,
2016,Sacramento County,California,1150594,77871,6.77,
2016,Sagadahoc County,Maine,28772,4032,14.01,
2016,Saginaw County,Michigan,150906,12640,8.38,
2016,Salem County,New Jersey,49557,4076,8.22,
2016,Salem city,Virginia,20268,2040,10.07,
2016,Salinas Municipio,Puerto Rico,22262,712,3.2,
2016,Saline County,Arkansas,90712,7906,8.72,
2016,Saline County,Illinois,19056,1888,9.91,
2016,Saline County,Kansas,42351,2892,6.83,
2016,Saline County,Missouri,17391,1355,7.79,
2016,Salt Lake County,Utah,806705,42825,5.31,
2016,Saluda County,South Carolina,15530,1437,9.25,
2016,Sampson County,North Carolina,47504,3373,7.1,
2016,San Benito County,California,43878,2244,5.11,
2016,San Bernardino County,California,1556752,92891,5.97,
2016,San Diego County,California,2519954,226047,8.97,
2016,San Francisco County,California,752710,24447,3.25,
2016,San Germán Municipio,Puerto Rico,25905,1063,4.1,
2016,San Jacinto County,Texas,22388,3120,13.94,
2016,San Joaquin County,California,531859,30111,5.66,
2016,San Juan County,New Mexico,85384,7979,9.34,
2016,San Juan Municipio,Puerto Rico,281087,9042,3.22,
2016,San Lorenzo Municipio,Puerto Rico,30512,395,1.29,
2016,San Luis Obispo County,California,230445,16381,7.11,
2016,San Mateo County,California,603172,26863,4.45,
2016,San Miguel County,New Mexico,21455,1519,7.08,
2016,San Patricio County,Texas,49392,3907,7.91,
2016,San Sebastián Municipio,Puerto Rico,null,null,NaN,
2016,Sandoval County,New Mexico,107527,11458,10.66,
2016,Sandusky County,Ohio,45700,4172,9.13,
2016,Sangamon County,Illinois,152564,12880,8.44,
2016,Sanilac County,Michigan,32295,2793,8.65,
2016,Sanpete County,Utah,21722,1575,7.25,
2016,Santa Barbara County,California,344225,22212,6.45,
2016,Santa Clara County,California,1485877,52201,3.51,
2016,Santa Cruz County,Arizona,33157,1473,4.44,
2016,Santa Cruz County,California,220049,10824,4.92,
2016,Santa Fe County,New Mexico,120801,8491,7.03,
2016,Santa Isabel Municipio,Puerto Rico,17287,886,5.13,
2016,Santa Rosa County,Florida,128285,24385,19.01,
2016,Sarasota County,Florida,352602,41597,11.8,
2016,Saratoga County,New York,177856,14073,7.91,
2016,Sarpy County,Nebraska,126042,19194,15.23,
2016,Sauk County,Wisconsin,49553,3525,7.11,
2016,Saunders County,Nebraska,15793,1211,7.67,
2016,Schenectady County,New York,120877,9123,7.55,
2016,Schoharie County,New York,25579,2501,9.78,
2016,Schuylkill County,Pennsylvania,115664,12382,10.71,
2016,Scioto County,Ohio,59336,4946,8.34,
2016,Scotland County,North Carolina,27048,2228,8.24,
2016,Scott County,Indiana,18208,1260,6.92,
2016,Scott County,Iowa,130674,11104,8.5,
2016,Scott County,Kentucky,40317,3914,9.71,
2016,Scott County,Minnesota,103162,6158,5.97,
2016,Scott County,Mississippi,20352,1515,7.44,
2016,Scott County,Missouri,29434,2954,10.04,
2016,Scott County,Tennessee,16748,1250,7.46,
2016,Scott County,Virginia,18074,1570,8.69,
2016,Scotts Bluff County,Nebraska,27327,2688,9.84,
2016,Sebastian County,Arkansas,96796,9105,9.41,
2016,Sedgwick County,Kansas,377052,32430,8.6,
2016,Seminole County,Florida,358068,28072,7.84,
2016,Seminole County,Oklahoma,18886,1961,10.38,
2016,Seneca County,New York,28037,2115,7.54,
2016,Seneca County,Ohio,43334,3300,7.62,
2016,Sequoyah County,Oklahoma,31464,3294,10.47,
2016,Sevier County,Tennessee,75533,6666,8.83,
2016,Sevier County,Utah,14756,1065,7.22,
2016,Seward County,Kansas,15020,415,2.76,
2016,Shasta County,California,140968,13940,9.89,
2016,Shawano County,Wisconsin,32207,2925,9.08,
2016,Shawnee County,Kansas,135175,12269,9.08,
2016,Sheboygan County,Wisconsin,89445,5436,6.08,
2016,Shelby County,Alabama,159964,13411,8.38,
2016,Shelby County,Illinois,17035,1455,8.54,
2016,Shelby County,Indiana,33810,2448,7.24,
2016,Shelby County,Kentucky,35199,2531,7.19,
2016,Shelby County,Ohio,36021,3350,9.3,
2016,Shelby County,Tennessee,697735,51744,7.42,
2016,Shelby County,Texas,18144,1282,7.07,
2016,Shenandoah County,Virginia,34542,3787,10.96,
2016,Sherburne County,Minnesota,67573,6637,9.82,
2016,Sheridan County,Wyoming,24099,2457,10.2,
2016,Shiawassee County,Michigan,53890,4229,7.85,
2016,Silver Bow County,Montana,27386,2614,9.55,
2016,Simpson County,Mississippi,19315,1575,8.15,
2016,Sioux County,Iowa,25473,1358,5.33,
2016,Siskiyou County,California,35075,3516,10.02,
2016,Skagit County,Washington,96210,11665,12.12,
2016,Smith County,Texas,169072,12199,7.22,
2016,Smyth County,Virginia,25004,2152,8.61,
2016,Snohomish County,Washington,603836,53629,8.88,
2016,Snyder County,Pennsylvania,31583,2655,8.41,
2016,Solano County,California,337198,35158,10.43,
2016,Somerset County,Maine,41036,4261,10.38,
2016,Somerset County,Maryland,21305,1009,4.74,
2016,Somerset County,New Jersey,258729,9801,3.79,
2016,Somerset County,Pennsylvania,61452,6781,11.03,
2016,Sonoma County,California,400721,27656,6.9,
2016,Spalding County,Georgia,49954,3798,7.6,
2016,Spartanburg County,South Carolina,231191,17980,7.78,
2016,Spencer County,Indiana,16029,1356,8.46,
2016,Spokane County,Washington,385367,42899,11.13,
2016,Spotsylvania County,Virginia,98537,13709,13.91,
2016,St. Bernard Parish,Louisiana,33493,1367,4.08,
2016,St. Charles County,Missouri,297469,23678,7.96,
2016,St. Charles Parish,Louisiana,39736,2453,6.17,
2016,St. Clair County,Alabama,67732,6403,9.45,
2016,St. Clair County,Illinois,196046,23170,11.82,
2016,St. Clair County,Michigan,125429,9920,7.91,
2016,St. Croix County,Wisconsin,65541,4828,7.37,
2016,St. Francis County,Arkansas,20149,1602,7.95,
2016,St. Francois County,Missouri,52678,5744,10.9,
2016,St. James Parish,Louisiana,17162,881,5.13,
2016,St. John the Baptist Parish,Louisiana,32508,2423,7.45,
2016,St. Johns County,Florida,182130,20551,11.28,
2016,St. Joseph County,Indiana,204363,14138,6.92,
2016,St. Joseph County,Michigan,45725,3552,7.77,
2016,St. Landry Parish,Louisiana,61167,3333,5.45,
2016,St. Lawrence County,New York,87738,7868,8.97,
2016,St. Louis County,Minnesota,161437,14590,9.04,
2016,St. Louis County,Missouri,776430,59966,7.72,
2016,St. Louis city,Missouri,249325,16610,6.66,
2016,St. Lucie County,Florida,244455,24820,10.15,
2016,St. Martin Parish,Louisiana,40722,1450,3.56,
2016,St. Mary Parish,Louisiana,38579,2077,5.38,
2016,St. Mary's County,Maryland,83240,9784,11.75,
2016,St. Tammany Parish,Louisiana,192193,16916,8.8,
2016,Stafford County,Virginia,102709,20188,19.66,
2016,Stanislaus County,California,394341,21443,5.44,
2016,Stanly County,North Carolina,47326,3504,7.4,
2016,Stark County,North Dakota,23026,1344,5.84,
2016,Stark County,Ohio,292591,25809,8.82,
2016,Starke County,Indiana,17563,1275,7.26,
2016,Starr County,Texas,42827,772,1.8,
2016,Staunton city,Virginia,20328,1996,9.82,
2016,Stearns County,Minnesota,120018,9410,7.84,
2016,Steele County,Minnesota,27670,2040,7.37,
2016,Stephens County,Georgia,21632,2154,9.96,
2016,Stephens County,Oklahoma,33591,3132,9.32,
2016,Stephenson County,Illinois,35683,3366,9.43,
2016,Steuben County,Indiana,27202,2293,8.43,
2016,Steuben County,New York,75787,8381,11.06,
2016,Stevens County,Washington,34114,4396,12.89,
2016,Stoddard County,Missouri,22898,2129,9.3,
2016,Stokes County,North Carolina,37182,2708,7.28,
2016,Stone County,Missouri,25760,2734,10.61,
2016,Story County,Iowa,81512,3393,4.16,
2016,Strafford County,New Hampshire,103227,10757,10.42,
2016,Stutsman County,North Dakota,16979,1484,8.74,
2016,Suffolk County,Massachusetts,649103,18462,2.84,
2016,Suffolk County,New York,1168875,66867,5.72,
2016,Suffolk city,Virginia,65423,11354,17.35,
2016,Sullivan County,Indiana,16362,1148,7.02,
2016,Sullivan County,New Hampshire,34761,4052,11.66,
2016,Sullivan County,New York,58655,5198,8.86,
2016,Sullivan County,Tennessee,125831,11697,9.3,
2016,Summit County,Colorado,25235,1677,6.65,
2016,Summit County,Ohio,425538,33658,7.91,
2016,Summit County,Utah,30205,1066,3.53,
2016,Sumner County,Kansas,17603,1978,11.24,
2016,Sumner County,Tennessee,136649,10973,8.03,
2016,Sumter County,Florida,115231,18788,16.3,
2016,Sumter County,Georgia,23268,1331,5.72,
2016,Sumter County,South Carolina,78163,11075,14.17,
2016,Sunflower County,Mississippi,20261,886,4.37,
2016,Surry County,North Carolina,56632,3860,6.82,
2016,Susquehanna County,Pennsylvania,32881,3272,9.95,
2016,Sussex County,Delaware,178277,18828,10.56,
2016,Sussex County,New Jersey,113197,6952,6.14,
2016,Sutter County,California,71365,6679,9.36,
2016,Suwannee County,Florida,34422,4174,12.13,
2016,Sweetwater County,Wyoming,31877,2673,8.39,
2016,Talbot County,Maryland,30929,3891,12.58,
2016,Talladega County,Alabama,62524,5680,9.08,
2016,Tallapoosa County,Alabama,32380,3142,9.7,
2016,Taney County,Missouri,43085,3800,8.82,
2016,Tangipahoa Parish,Louisiana,98587,5815,5.9,
2016,Taos County,New Mexico,26943,2517,9.34,
2016,Tarrant County,Texas,1476041,104094,7.05,
2016,Tate County,Mississippi,20719,1632,7.88,
2016,Tattnall County,Georgia,22353,2053,9.18,
2016,Taylor County,Florida,17495,1529,8.74,
2016,Taylor County,Kentucky,20258,944,4.66,
2016,Taylor County,Texas,100136,10301,10.29,
2016,Taylor County,Wisconsin,15671,1458,9.3,
2016,Tazewell County,Illinois,103967,11001,10.58,
2016,Tazewell County,Virginia,33468,2318,6.93,
2016,Tehama County,California,47724,4443,9.31,
2016,Teller County,Colorado,19607,2976,15.18,
2016,Terrebonne Parish,Louisiana,83941,4066,4.84,
2016,Teton County,Wyoming,20945,1427,6.81,
2016,Texas County,Missouri,20182,2650,13.13,
2016,Texas County,Oklahoma,14872,330,2.22,
2016,Thomas County,Georgia,34368,2812,8.18,
2016,Thurston County,Washington,211727,29207,13.79,
2016,Tift County,Georgia,30661,1800,5.87,
2016,Tillamook County,Oregon,21090,2770,13.13,
2016,Tioga County,New York,38131,3878,10.17,
2016,Tioga County,Pennsylvania,33055,3896,11.79,
2016,Tippah County,Mississippi,null,null,NaN,
2016,Tippecanoe County,Indiana,148942,7341,4.93,
2016,Tipton County,Tennessee,45307,4937,10.9,
2016,Titus County,Texas,23138,1807,7.81,
2016,Toa Alta Municipio,Puerto Rico,57610,1376,2.39,
2016,Toa Baja Municipio,Puerto Rico,63421,1855,2.92,
2016,Todd County,Minnesota,17983,1682,9.35,
2016,Tolland County,Connecticut,124066,8773,7.07,
2016,Tom Green County,Texas,87763,10546,12.02,
2016,Tompkins County,New York,89266,4216,4.72,
2016,Tooele County,Utah,42932,3254,7.58,
2016,Toombs County,Georgia,20589,2157,10.48,
2016,Transylvania County,North Carolina,27124,2679,9.88,
2016,Travis County,Texas,928498,51327,5.53,
2016,Trempealeau County,Wisconsin,22366,2022,9.04,
2016,Troup County,Georgia,52480,4233,8.07,
2016,Trujillo Alto Municipio,Puerto Rico,53993,1163,2.15,
2016,Trumbull County,Ohio,159736,16089,10.07,
2016,Tulare County,California,316372,14140,4.47,
2016,Tulsa County,Oklahoma,478731,37096,7.75,
2016,Tuolumne County,California,44844,4798,10.7,
2016,Tuscaloosa County,Alabama,162434,10762,6.63,
2016,Tuscarawas County,Ohio,71300,6034,8.46,
2016,Tuscola County,Michigan,42207,4172,9.88,
2016,Twin Falls County,Idaho,60323,6375,10.57,
2016,Tyler County,Texas,16295,1929,11.84,
2016,Uinta County,Wyoming,14831,1319,8.89,
2016,Uintah County,Utah,23753,1401,5.9,
2016,Ulster County,New York,146265,8753,5.98,
2016,Umatilla County,Oregon,56552,5328,9.42,
2016,Union County,Arkansas,29944,2253,7.52,
2016,Union County,Georgia,18675,2184,11.69,
2016,Union County,Mississippi,20989,779,3.71,
2016,Union County,New Jersey,424059,15065,3.55,
2016,Union County,North Carolina,163541,11817,7.23,
2016,Union County,Ohio,41283,2187,5.3,
2016,Union County,Oregon,20287,2672,13.17,
2016,Union County,Pennsylvania,36763,2661,7.24,
2016,Union County,South Carolina,21658,1536,7.09,
2016,Union Parish,Louisiana,16408,1463,8.92,
2016,Upshur County,Texas,31214,2192,7.02,
2016,Upshur County,West Virginia,18841,1422,7.55,
2016,Upson County,Georgia,21527,2626,12.2,
2016,Utah County,Utah,389210,14281,3.67,
2016,Utuado Municipio,Puerto Rico,null,null,NaN,
2016,Uvalde County,Texas,19326,1446,7.48,
2016,Val Verde County,Texas,33786,3482,10.31,
2016,Valencia County,New Mexico,57223,5602,9.79,
2016,Van Buren County,Michigan,57176,5639,9.86,
2016,Van Wert County,Ohio,21877,1983,9.06,
2016,Van Zandt County,Texas,41852,3932,9.4,
2016,Vance County,North Carolina,33654,2241,6.66,
2016,Vanderburgh County,Indiana,142045,10281,7.24,
2016,Vega Alta Municipio,Puerto Rico,null,null,NaN,
2016,Vega Baja Municipio,Puerto Rico,42572,1068,2.51,
2016,Venango County,Pennsylvania,41939,5170,12.33,
2016,Ventura County,California,645977,40937,6.34,
2016,Vermilion County,Illinois,59486,4776,8.03,
2016,Vermilion Parish,Louisiana,43968,2862,6.51,
2016,Vernon County,Missouri,15807,1065,6.74,
2016,Vernon County,Wisconsin,22800,1692,7.42,
2016,Vernon Parish,Louisiana,33413,6208,18.58,
2016,Victoria County,Texas,69061,6066,8.78,
2016,Vigo County,Indiana,85467,7688,9.0,
2016,Vilas County,Wisconsin,18396,2058,11.19,
2016,Villalba Municipio,Puerto Rico,17633,701,3.98,
2016,Virginia Beach city,Virginia,327503,55118,16.83,
2016,Volusia County,Florida,434859,47520,10.93,
2016,Wabash County,Indiana,25078,1673,6.67,
2016,Wabasha County,Minnesota,16440,1629,9.91,
2016,Wagoner County,Oklahoma,58332,6245,10.71,
2016,Wake County,North Carolina,788705,54888,6.96,
2016,Wakulla County,Florida,25623,2300,8.98,
2016,Waldo County,Maine,31777,3626,11.41,
2016,Walker County,Alabama,50468,3656,7.24,
2016,Walker County,Georgia,52390,3480,6.64,
2016,Walker County,Texas,60468,4922,8.14,
2016,Walla Walla County,Washington,47581,4242,8.92,
2016,Waller County,Texas,38046,2266,5.96,
2016,Walton County,Florida,52584,6018,11.44,
2016,Walton County,Georgia,67408,5398,8.01,
2016,Walworth County,Wisconsin,80806,4800,5.94,
2016,Wapello County,Iowa,27115,2082,7.68,
2016,Ward County,North Dakota,50837,5631,11.08,
2016,Ware County,Georgia,27199,1701,6.25,
2016,Warren County,Iowa,37340,3338,8.94,
2016,Warren County,Kentucky,96798,6147,6.35,
2016,Warren County,Mississippi,35490,2460,6.93,
2016,Warren County,Missouri,25222,3355,13.3,
2016,Warren County,New Jersey,84715,5800,6.85,
2016,Warren County,New York,52651,4548,8.64,
2016,Warren County,North Carolina,14846,815,5.49,
2016,Warren County,Ohio,169693,12633,7.44,
2016,Warren County,Pennsylvania,32157,3400,10.57,
2016,Warren County,Tennessee,30880,3172,10.27,
2016,Warren County,Virginia,30561,3406,11.14,
2016,Warrick County,Indiana,47380,4172,8.81,
2016,Wasatch County,Utah,20206,839,4.15,
2016,Wasco County,Oregon,20267,2109,10.41,
2016,Washington County,Arkansas,171815,11830,6.89,
2016,Washington County,Florida,20305,2027,9.98,
2016,Washington County,Georgia,15615,1326,8.49,
2016,Washington County,Indiana,21297,2038,9.57,
2016,Washington County,Iowa,16646,1075,6.46,
2016,Washington County,Maine,25233,2665,10.56,
2016,Washington County,Maryland,116664,10029,8.6,
2016,Washington County,Minnesota,190053,14310,7.53,
2016,Washington County,Mississippi,34723,2239,6.45,
2016,Washington County,Missouri,19136,1683,8.79,
2016,Washington County,Nebraska,15533,1441,9.28,
2016,Washington County,New York,50134,4150,8.28,
2016,Washington County,Ohio,48813,4539,9.3,
2016,Washington County,Oklahoma,39682,3551,8.95,
2016,Washington County,Oregon,444987,33402,7.51,
2016,Washington County,Pennsylvania,166984,16337,9.78,
2016,Washington County,Rhode Island,104668,8515,8.14,
2016,Washington County,Tennessee,102558,9602,9.36,
2016,Washington County,Texas,25846,1999,7.73,
2016,Washington County,Utah,116909,9204,7.87,
2016,Washington County,Vermont,46995,3321,7.07,
2016,Washington County,Virginia,44129,2967,6.72,
2016,Washington County,Wisconsin,103890,8654,8.33,
2016,Washington Parish,Louisiana,34956,2790,7.98,
2016,Washoe County,Nevada,353701,33103,9.36,
2016,Washtenaw County,Michigan,295409,13821,4.68,
2016,Watauga County,North Carolina,47142,1841,3.91,
2016,Waukesha County,Wisconsin,311090,21380,6.87,
2016,Waupaca County,Wisconsin,40797,3994,9.79,
2016,Waushara County,Wisconsin,19497,2011,10.31,
2016,Wayne County,Georgia,22691,1578,6.95,
2016,Wayne County,Indiana,51974,4708,9.06,
2016,Wayne County,Kentucky,15200,588,3.87,
2016,Wayne County,Michigan,1329469,76672,5.77,
2016,Wayne County,Mississippi,15716,847,5.39,
2016,Wayne County,New York,71188,6669,9.37,
2016,Wayne County,North Carolina,91619,14566,15.9,
2016,Wayne County,Ohio,88124,6709,7.61,
2016,Wayne County,Pennsylvania,42141,3634,8.62,
2016,Wayne County,West Virginia,31827,2529,7.95,
2016,Waynesboro city,Virginia,16029,1749,10.91,
2016,Weakley County,Tennessee,26909,2364,8.79,
2016,Webb County,Texas,178950,4959,2.77,
2016,Weber County,Utah,175484,11880,6.77,
2016,Webster County,Iowa,29285,2392,8.17,
2016,Webster County,Missouri,27647,2178,7.88,
2016,Webster Parish,Louisiana,30526,2076,6.8,
2016,Weld County,Colorado,216262,16195,7.49,
2016,Wells County,Indiana,20990,1887,8.99,
2016,West Baton Rouge Parish,Louisiana,19837,1599,8.06,
2016,Westchester County,New York,755239,28556,3.78,
2016,Westmoreland County,Pennsylvania,289417,26761,9.25,
2016,Wexford County,Michigan,25386,2322,9.15,
2016,Wharton County,Texas,30813,1685,5.47,
2016,Whatcom County,Washington,173983,13751,7.9,
2016,White County,Arkansas,60387,5734,9.5,
2016,White County,Georgia,23650,3771,15.95,
2016,White County,Indiana,18457,1665,9.02,
2016,White County,Tennessee,21037,1816,8.63,
2016,Whiteside County,Illinois,43510,4367,10.04,
2016,Whitfield County,Georgia,76302,3274,4.29,
2016,Whitley County,Indiana,25460,1954,7.67,
2016,Whitley County,Kentucky,27096,1812,6.69,
2016,Whitman County,Washington,42444,2042,4.81,
2016,Wichita County,Texas,95925,10225,10.66,
2016,Wicomico County,Maryland,79954,7416,9.28,
2016,Wilkes County,North Carolina,54378,4686,8.62,
2016,Will County,Illinois,512035,29177,5.7,
2016,Willacy County,Texas,16938,710,4.19,
2016,Williams County,North Dakota,24262,2118,8.73,
2016,Williams County,Ohio,28569,2425,8.49,
2016,Williamsburg County,South Carolina,24776,2257,9.11,
2016,Williamson County,Illinois,52473,6224,11.86,
2016,Williamson County,Tennessee,158440,9597,6.06,
2016,Williamson County,Texas,388931,37585,9.66,
2016,Wilson County,North Carolina,62293,5620,9.02,
2016,Wilson County,Tennessee,101100,9359,9.26,
2016,Wilson County,Texas,36549,4186,11.45,
2016,Winchester city,Virginia,22046,2203,9.99,
2016,Windham County,Connecticut,93200,9324,10.0,
2016,Windham County,Vermont,35060,2940,8.39,
2016,Windsor County,Vermont,45188,3515,7.78,
2016,Winnebago County,Illinois,218626,14823,6.78,
2016,Winnebago County,Wisconsin,134955,11766,8.72,
2016,Winneshiek County,Iowa,16790,1133,6.75,
2016,Winona County,Minnesota,41322,3588,8.68,
2016,Winston County,Alabama,18409,1644,8.93,
2016,Wise County,Texas,48484,6064,12.51,
2016,Wise County,Virginia,31126,1893,6.08,
2016,Wood County,Ohio,103347,7858,7.6,
2016,Wood County,Texas,35619,4803,13.48,
2016,Wood County,West Virginia,67339,5601,8.32,
2016,Wood County,Wisconsin,57567,4671,8.11,
2016,Woodbury County,Iowa,75581,5188,6.86,
2016,Woodford County,Illinois,29877,2862,9.58,
2016,Woodford County,Kentucky,21165,1919,9.07,
2016,Woodward County,Oklahoma,15360,853,5.55,
2016,Worcester County,Maryland,42472,3928,9.25,
2016,Worcester County,Massachusetts,642576,43203,6.72,
2016,Worth County,Georgia,16881,1574,9.32,
2016,Wright County,Minnesota,95071,6847,7.2,
2016,Wyandot County,Ohio,17059,1341,7.86,
2016,Wyandotte County,Kansas,117546,7003,5.96,
2016,Wyoming County,New York,32297,2830,8.76,
2016,Wyoming County,Pennsylvania,22202,2173,9.79,
2016,Wyoming County,West Virginia,16941,1454,8.58,
2016,Wythe County,Virginia,22406,2465,11.0,
2016,Yabucoa Municipio,Puerto Rico,27353,641,2.34,
2016,Yadkin County,North Carolina,29521,1820,6.17,
2016,Yakima County,Washington,174830,12900,7.38,
2016,Yamhill County,Oregon,80998,8691,10.73,
2016,Yankton County,South Dakota,18007,2127,11.81,
2016,Yates County,New York,19155,1495,7.8,
2016,Yauco Municipio,Puerto Rico,29354,605,2.06,
2016,Yavapai County,Arizona,188258,26548,14.1,
2016,Yazoo County,Mississippi,21784,1526,7.01,
2016,Yell County,Arkansas,16442,1064,6.47,
2016,Yellowstone County,Montana,120906,12206,10.1,
2016,Yolo County,California,170015,8706,5.12,
2016,York County,Maine,162134,16123,9.94,
2016,York County,Pennsylvania,345231,31881,9.23,
2016,York County,South Carolina,195160,18926,9.7,
2016,York County,Virginia,46885,8442,18.01,
2016,Yuba County,California,52491,6110,11.64,
2016,Yuma County,Arizona,149441,17860,11.95,
2017,Abbeville County,South Carolina,20525,1553,7.57,
2017,Acadia Parish,Louisiana,46208,2477,5.36,
2017,Accomack County,Virginia,25789,2005,7.77,
2017,Ada County,Idaho,344786,25318,7.34,
2017,Adair County,Missouri,21087,943,4.47,
2017,Adair County,Oklahoma,16198,970,5.99,
2017,Adams County,Colorado,367536,26559,7.23,
2017,Adams County,Illinois,51344,4366,8.5,
2017,Adams County,Indiana,24626,1668,6.77,
2017,Adams County,Mississippi,24471,1562,6.38,
2017,Adams County,Nebraska,24037,1861,7.74,
2017,Adams County,Ohio,20987,1688,8.04,
